area_tag	LONGI_DD	LATIT_DD	pos_string
Kattegat	12.21185	56.94002	12.21185_56.94002
Kattegat	11.60333	57.27167	11.60333_57.27167
2	11.41167	58.155	11.41167_58.155
Bornholm Basin	15.98417	55.25017	15.98417_55.25017
Kattegat	12.04517	56.5475	12.04517_56.5475
Western Gotland Basin	17.1635	56.86067	17.1635_56.86067
Skagerrak	10.5115	58.41633	10.5115_58.41633
Western Gotland Basin	17.98478	58.01688	17.98478_58.01688
Skagerrak	10.845	58.52167	10.845_58.52167
Bothnian Bay	22.06567	64.71117	22.06567_64.71117
Skagerrak	9.95	58.66667	9.95_58.66667
North Sea	7.96667	56.71667	7.96667_56.71667
Kattegat	11.95	56.26667	11.95_56.26667
Kattegat	11.95	56.76667	11.95_56.76667
Bothnian Sea	18.94983	62.651	18.94983_62.651
North Sea	6.76667	57.73333	6.76667_57.73333
Arkona Basin	12.65	55.425	12.65_55.425
North Sea	7.0	56.5	7.0_56.5
Arkona Basin Danish Coastal waters	12.48333	55.425	12.48333_55.425
14	16.80667	57.765	16.80667_57.765
Western Gotland Basin	17.8965	57.02933	17.8965_57.02933
12n	18.4425	59.451	18.4425_59.451
Bornholm Basin	15.5515	55.989	15.5515_55.989
Skagerrak	8.31667	57.55	8.31667_57.55
Kattegat	11.0	57.64667	11.0_57.64667
Western Gotland Basin	16.93083	56.55567	16.93083_56.55567
Bothnian Sea	20.26578	61.10968	20.26578_61.10968
22	22.4017	65.68355	22.4017_65.68355
24	18.44217	59.37683	18.44217_59.37683
20	19.80717	63.52467	19.80717_63.52467
Skagerrak	9.79997	58.0333	9.79997_58.0333
Kattegat	12.16578	56.7947	12.16578_56.7947
4	11.7	57.48333	11.7_57.48333
Kattegat	11.06418	57.54477	11.06418_57.54477
22	22.57517	65.636	22.57517_65.636
Bornholm Basin	15.91783	55.90933	15.91783_55.90933
Bothnian Bay	21.40667	64.245	21.40667_64.245
Bothnian Bay	22.35917	64.30517	22.35917_64.30517
Skagerrak	10.28333	57.80833	10.28333_57.80833
Arkona Basin	14.09943	54.9708	14.09943_54.9708
Skagerrak	10.8175	58.832	10.8175_58.832
Eastern Gotland Basin	19.45542	57.24972	19.45542_57.24972
Skagerrak	11.15	57.9	11.15_57.9
Bothnian Sea	17.7355	61.943	17.7355_61.943
Skagerrak	10.9433	58.3159	10.9433_58.3159
Bornholm Basin	15.33317	55.3825	15.33317_55.3825
Bothnian Sea	18.88333	62.75	18.88333_62.75
Kattegat	11.985	56.345	11.985_56.345
Arkona Basin	13.30095	55.01598	13.30095_55.01598
Western Gotland Basin	16.91833	56.57067	16.91833_56.57067
18	18.26483	62.86433	18.26483_62.86433
9	17.03167	57.41	17.03167_57.41
Skagerrak	10.09667	58.35	10.09667_58.35
3	11.2735	58.25083	11.2735_58.25083
Western Gotland Basin	16.7825	56.45333	16.7825_56.45333
Bornholm Basin	14.64717	55.47283	14.64717_55.47283
22	21.95	65.40833	21.95_65.40833
Western Gotland Basin	17.90467	57.36483	17.90467_57.36483
24	18.111	59.31833	18.111_59.31833
Bornholm Basin	16.23333	55.36667	16.23333_55.36667
Skagerrak	10.8	57.91667	10.8_57.91667
Bornholm Basin	15.22833	55.595	15.22833_55.595
18	18.76388	63.25738	18.76388_63.25738
Eastern Gotland Basin	19.11667	56.12667	19.11667_56.12667
4	11.6875	57.63133	11.6875_57.63133
14	16.85	57.75	16.85_57.75
Skagerrak	10.08687	57.88218	10.08687_57.88218
Western Gotland Basin	17.66978	57.11592	17.66978_57.11592
Bothnian Sea	20.55	61.08333	20.55_61.08333
Skagerrak	9.87283	57.979	9.87283_57.979
Kattegat	10.7675	57.64967	10.7675_57.64967
Kattegat	11.96667	57.2	11.96667_57.2
Skagerrak	10.6	57.9	10.6_57.9
Skagerrak	8.52253	57.45637	8.52253_57.45637
9	16.20183	56.371	16.20183_56.371
Skagerrak	10.53167	57.83	10.53167_57.83
Kattegat	12.264	56.8565	12.264_56.8565
Arkona Basin	13.25833	54.94167	13.25833_54.94167
Bothnian Sea	19.20133	62.7485	19.20133_62.7485
Bothnian Sea	19.97433	60.9105	19.97433_60.9105
24	18.13667	59.4045	18.13667_59.4045
Western Gotland Basin	18.20633	58.11867	18.20633_58.11867
Kattegat	11.57717	57.31817	11.57717_57.31817
1s	12.04	57.36417	12.04_57.36417
Bornholm Basin	16.03333	55.75	16.03333_55.75
1n	11.19333	58.90657	11.19333_58.90657
Kattegat	10.95583	56.3145	10.95583_56.3145
Bornholm Basin	15.045	56.0	15.045_56.0
Northern Baltic Proper	19.62387	59.09162	19.62387_59.09162
Eastern Gotland Basin	18.927	57.18633	18.927_57.18633
Bothnian Sea	18.55433	62.09883	18.55433_62.09883
Kattegat	11.89083	56.7765	11.89083_56.7765
Eastern Gotland Basin	19.58508	56.63372	19.58508_56.63372
Gdansk Basin Polish Coastal waters	18.7	54.58333	18.7_54.58333
North Sea	0.51667	58.91667	0.51667_58.91667
12n	18.30532	59.26332	18.30532_59.26332
Kattegat	11.65702	57.1923	11.65702_57.1923
Bothnian Sea	18.23367	61.1835	18.23367_61.1835
Western Gotland Basin	17.2745	56.23133	17.2745_56.23133
North Sea	1.95	61.45	1.95_61.45
North Sea	7.63333	57.01667	7.63333_57.01667
Great Belt	10.88333	54.93333	10.88333_54.93333
Kattegat	10.84083	57.41233	10.84083_57.41233
2	11.7935	58.315	11.7935_58.315
Arkona Basin	14.21667	54.65	14.21667_54.65
25	11.80167	57.68	11.80167_57.68
2	11.87833	58.33333	11.87833_58.33333
Arkona Basin	13.3008	55.01562	13.3008_55.01562
2	11.57833	58.38167	11.57833_58.38167
22	22.26267	65.64083	22.26267_65.64083
Eastern Gotland Basin	17.61267	55.62817	17.61267_55.62817
Western Gotland Basin	16.94333	57.725	16.94333_57.725
12n	17.15435	58.6929	17.15435_58.6929
20	19.8205	63.49917	19.8205_63.49917
Eastern Gotland Basin	19.87167	56.805	19.87167_56.805
18	18.50733	63.06567	18.50733_63.06567
Arkona Basin	13.575	55.2	13.575_55.2
8	16.3105	56.6565	16.3105_56.6565
Western Gotland Basin	18.53333	58.1	18.53333_58.1
Northern Baltic Proper	19.195	58.925	19.195_58.925
Bothnian Sea	18.93103	60.54017	18.93103_60.54017
North Sea	1.55	56.5	1.55_56.5
Eastern Gotland Basin	19.03333	57.15	19.03333_57.15
Skagerrak	10.58127	58.61477	10.58127_58.61477
5	12.76933	56.56517	12.76933_56.56517
Bothnian Bay	23.22967	65.167	23.22967_65.167
Kattegat	11.59267	57.34217	11.59267_57.34217
Skagerrak	7.65	57.85	7.65_57.85
Eastern Gotland Basin	18.92517	57.0105	18.92517_57.0105
Bornholm Basin	15.615	55.51167	15.615_55.51167
Bornholm Basin	14.88333	55.51	14.88333_55.51
Bornholm Basin	15.2695	55.37517	15.2695_55.37517
Skagerrak	10.505	58.2845	10.505_58.2845
Kattegat	12.295	56.87167	12.295_56.87167
Eastern Gotland Basin	18.8845	57.18167	18.8845_57.18167
Kattegat	12.26333	56.36333	12.26333_56.36333
Great Belt	10.90833	56.08333	10.90833_56.08333
Eastern Gotland Basin	17.66667	55.87833	17.66667_55.87833
Bornholm Basin	14.37283	55.68683	14.37283_55.68683
Bornholm Basin	16.67267	56.05933	16.67267_56.05933
15	19.21517	59.542	19.21517_59.542
Western Gotland Basin	18.8	58.56667	18.8_58.56667
Bornholm Basin	15.83017	55.365	15.83017_55.365
Western Gotland Basin	16.85967	56.58467	16.85967_56.58467
Kattegat	11.32383	57.40667	11.32383_57.40667
Bornholm Basin	17.36917	56.06733	17.36917_56.06733
Bornholm Basin	15.33	55.67033	15.33_55.67033
Western Gotland Basin	17.66868	57.11717	17.66868_57.11717
Bothnian Sea	19.26217	61.08283	19.26217_61.08283
Bornholm Basin	14.6	55.44167	14.6_55.44167
Kattegat	10.876	57.47717	10.876_57.47717
Kattegat	12.57167	56.54833	12.57167_56.54833
Bornholm Basin	15.3	54.85	15.3_54.85
Skagerrak	9.7342	57.75782	9.7342_57.75782
Arkona Basin	13.28333	54.73333	13.28333_54.73333
Arkona Basin	13.28333	54.98333	13.28333_54.98333
Skagerrak	11.23	58.04667	11.23_58.04667
12n	18.38167	59.20033	18.38167_59.20033
Eastern Gotland Basin	18.822	57.16733	18.822_57.16733
Skagerrak	10.82167	58.6765	10.82167_58.6765
18	18.76255	63.25728	18.76255_63.25728
18	18.096	62.81967	18.096_62.81967
Bothnian Sea	18.525	61.85333	18.525_61.85333
5	12.69167	56.54167	12.69167_56.54167
Bornholm Basin	15.3	55.5	15.3_55.5
Bornholm Basin	15.3	55.875	15.3_55.875
Kattegat	12.194	57.04667	12.194_57.04667
Bornholm Basin	14.98833	55.49533	14.98833_55.49533
Kattegat	11.887	56.35117	11.887_56.35117
Arkona Basin	13.30083	55.01577	13.30083_55.01577
Bornholm Basin	15.98292	55.24968	15.98292_55.24968
18	18.2635	62.86417	18.2635_62.86417
20	19.92334	63.61536	19.92334_63.61536
Eastern Gotland Basin	19.35	57.73333	19.35_57.73333
Bornholm Basin	15.39317	55.814	15.39317_55.814
2	11.62667	58.25333	11.62667_58.25333
1n	11.43332	58.43473	11.43332_58.43473
2	11.68	58.285	11.68_58.285
Skagerrak	10.73	58.10833	10.73_58.10833
Skagerrak	11.02788	58.33958	11.02788_58.33958
Western Gotland Basin	18.33133	58.25183	18.33133_58.25183
20	20.39667	63.69333	20.39667_63.69333
Skagerrak	9.89333	57.99167	9.89333_57.99167
13	16.40995	58.61197	16.40995_58.61197
Western Gotland Basin	17.95217	57.04417	17.95217_57.04417
18	18.61683	63.175	18.61683_63.175
Bornholm Basin	15.3331	55.38293	15.3331_55.38293
Eastern Gotland Basin	18.958	56.917	18.958_56.917
Kattegat	11.095	56.48333	11.095_56.48333
Skagerrak	10.84797	58.29713	10.84797_58.29713
Eastern Gotland Basin	19.42667	56.10017	19.42667_56.10017
1n	11.2745	58.60533	11.2745_58.60533
Skagerrak	10.92667	58.28683	10.92667_58.28683
Skagerrak	11.02783	58.3395	11.02783_58.3395
Skagerrak	10.50398	58.2843	10.50398_58.2843
16	17.28167	60.85467	17.28167_60.85467
20	20.26033	63.6615	20.26033_63.6615
Western Gotland Basin	18.15	58.61667	18.15_58.61667
Skagerrak	11.2	58.2	11.2_58.2
Skagerrak	10.63333	58.03333	10.63333_58.03333
Skagerrak	10.63333	58.28333	10.63333_58.28333
8	15.675	56.145	15.675_56.145
Eastern Gotland Basin	20.0763	57.31223	20.0763_57.31223
Bornholm Basin	15.73183	55.79017	15.73183_55.79017
Kattegat	12.26833	56.81833	12.26833_56.81833
Northern Baltic Proper	20.1365	59.12283	20.1365_59.12283
5	12.60592	56.55703	12.60592_56.55703
Bornholm Basin	16.4645	55.85083	16.4645_55.85083
2	11.593	58.41583	11.593_58.41583
Eastern Gotland Basin	19.22183	56.95167	19.22183_56.95167
Kattegat	10.93333	57.46667	10.93333_57.46667
Bothnian Bay	23.56167	65.23833	23.56167_65.23833
18	18.7409	63.26857	18.7409_63.26857
2	11.71063	58.33643	11.71063_58.33643
9	16.9255	57.37483	16.9255_57.37483
Western Gotland Basin	17.43833	57.1165	17.43833_57.1165
Eastern Gotland Basin	20.24333	56.92167	20.24333_56.92167
Bothnian Sea	19.7555	62.39017	19.7555_62.39017
The Sound	12.74802	55.86662	12.74802_55.86662
Kattegat	11.82183	56.58333	11.82183_56.58333
Arkona Basin	14.09918	54.97145	14.09918_54.97145
Bornholm Basin	16.51233	55.86133	16.51233_55.86133
18	19.57861	63.50725	19.57861_63.50725
Arkona Basin	13.18333	54.93333	13.18333_54.93333
Bothnian Bay	21.86667	64.96667	21.86667_64.96667
12n	18.83452	59.40273	18.83452_59.40273
20	20.40217	63.68933	20.40217_63.68933
20	19.922	63.61633	19.922_63.61633
12n	18.7575	59.30483	18.7575_59.30483
Skagerrak	9.745	58.065	9.745_58.065
Northern Baltic Proper	19.15833	58.93167	19.15833_58.93167
1n	11.42857	58.42975	11.42857_58.42975
Northern Baltic Proper	20.32728	58.88197	20.32728_58.88197
18	17.63783	62.44117	17.63783_62.44117
Kattegat	11.57817	57.30567	11.57817_57.30567
5	12.6	56.55	12.6_56.55
18	17.89755	62.81242	17.89755_62.81242
Eastern Gotland Basin	18.9	56.025	18.9_56.025
Skagerrak	10.84633	58.29783	10.84633_58.29783
The Sound	12.85	55.80333	12.85_55.80333
Skagerrak	9.73333	58.21667	9.73333_58.21667
16	17.199	61.21917	17.199_61.21917
Western Gotland Basin	17.1781	56.7839	17.1781_56.7839
Bothnian Sea	18.95183	62.6535	18.95183_62.6535
Eastern Gotland Basin	18.15	56.38333	18.15_56.38333
Bothnian Bay	23.5	65.4	23.5_65.4
5	12.59333	56.34333	12.59333_56.34333
Bothnian Bay	23.23267	65.16733	23.23267_65.16733
Arkona Basin	12.93467	54.93967	12.93467_54.93967
Eastern Gotland Basin	19.57963	56.62407	19.57963_56.62407
25	11.76833	57.6675	11.76833_57.6675
Western Gotland Basin	17.53167	57.45167	17.53167_57.45167
Skagerrak	10.23333	57.76667	10.23333_57.76667
Kattegat	11.44667	57.16467	11.44667_57.16467
1s	11.72917	57.65333	11.72917_57.65333
22	22.4465	65.73067	22.4465_65.73067
5	12.45	56.86167	12.45_56.86167
Bornholm Basin	16.53433	56.116	16.53433_56.116
Skagerrak	9.87667	58.03333	9.87667_58.03333
Bornholm Basin	14.89	55.6775	14.89_55.6775
Skagerrak	10.565	57.83167	10.565_57.83167
Bothnian Sea	18.95367	62.65417	18.95367_62.65417
Kattegat	10.84167	57.44667	10.84167_57.44667
Skagerrak	10.88833	58.56333	10.88833_58.56333
2	11.905	58.34333	11.905_58.34333
Bothnian Bay	22.066	64.70883	22.066_64.70883
Skagerrak	10.15	58.60833	10.15_58.60833
Kattegat	12.15	56.95833	12.15_56.95833
Western Gotland Basin	17.63267	56.75883	17.63267_56.75883
Kattegat	11.0675	57.54	11.0675_57.54
Eastern Gotland Basin	19.61667	56.75	19.61667_56.75
Skagerrak	10.91667	58.66667	10.91667_58.66667
18	19.12917	63.298	19.12917_63.298
Kattegat	11.80833	56.81667	11.80833_56.81667
1s	11.92583	57.5775	11.92583_57.5775
9	16.123	56.43567	16.123_56.43567
Skagerrak	10.84317	58.1605	10.84317_58.1605
Skagerrak	11.19467	58.2355	11.19467_58.2355
Bornholm Basin	17.38333	55.46667	17.38333_55.46667
Bothnian Bay	23.63333	64.46667	23.63333_64.46667
Kattegat	11.58167	57.30167	11.58167_57.30167
Bornholm Basin	16.30333	55.54167	16.30333_55.54167
12n	17.97833	58.94183	17.97833_58.94183
Bornholm Basin	14.90767	55.59917	14.90767_55.59917
Western Gotland Basin	17.97833	58.03	17.97833_58.03
Skagerrak	8.74833	57.605	8.74833_57.605
5	12.7095	56.29383	12.7095_56.29383
Kattegat	11.49433	56.52267	11.49433_56.52267
North Sea	6.86667	56.85	6.86667_56.85
Skagerrak	9.65117	57.99933	9.65117_57.99933
2	11.83667	58.12167	11.83667_58.12167
Skagerrak	10.94247	58.31563	10.94247_58.31563
Kattegat	12.32	56.5895	12.32_56.5895
Northern Baltic Proper	20.4	59.5	20.4_59.5
Western Gotland Basin	17.66857	57.1172	17.66857_57.1172
22	21.47473	65.37983	21.47473_65.37983
Bothnian Sea	19.98417	62.32983	19.98417_62.32983
22	21.57117	65.12117	21.57117_65.12117
Western Gotland Basin	17.906	57.36633	17.906_57.36633
3	11.12033	58.50867	11.12033_58.50867
1n	11.37833	58.33	11.37833_58.33
Eastern Gotland Basin	19.87888	57.99845	19.87888_57.99845
Bothnian Sea	20.04083	62.66567	20.04083_62.66567
8	16.5965	57.12683	16.5965_57.12683
Skagerrak	10.85	57.8	10.85_57.8
22	22.27467	65.67283	22.27467_65.67283
Kattegat	11.69333	57.16667	11.69333_57.16667
Bothnian Bay	23.46333	65.29667	23.46333_65.29667
19	19.21983	63.26167	19.21983_63.26167
24	18.29733	59.365	18.29733_59.365
Kattegat	11.33167	57.41	11.33167_57.41
Bornholm Basin	15.21717	55.8835	15.21717_55.8835
Western Gotland Basin	17.54683	58.31267	17.54683_58.31267
Bothnian Bay	23.2315	65.16667	23.2315_65.16667
Kattegat	12.3155	56.85917	12.3155_56.85917
Eastern Gotland Basin	19.23333	57.02667	19.23333_57.02667
Skagerrak	9.65	57.9	9.65_57.9
Bornholm Basin	16.4825	55.7945	16.4825_55.7945
North Sea	7.93333	56.71667	7.93333_56.71667
Bothnian Sea	18.549	62.09967	18.549_62.09967
20	20.50067	63.82533	20.50067_63.82533
Bothnian Sea	20.02833	62.665	20.02833_62.665
Western Gotland Basin	17.734	57.48383	17.734_57.48383
4	11.69333	57.63133	11.69333_57.63133
Kattegat	12.26217	56.40567	12.26217_56.40567
Kattegat	11.55997	57.53053	11.55997_57.53053
Skagerrak	10.86667	57.93333	10.86667_57.93333
18	17.7961	63.01088	17.7961_63.01088
Bornholm Basin	16.0	55.71667	16.0_55.71667
18	18.286	62.83567	18.286_62.83567
North Sea	5.76667	56.51667	5.76667_56.51667
Skagerrak	9.65	58.3	9.65_58.3
5	12.602	56.3385	12.602_56.3385
Eastern Gotland Basin	19.15883	57.35367	19.15883_57.35367
Eastern Gotland Basin	18.82617	57.16633	18.82617_57.16633
Kattegat	11.33278	57.3718	11.33278_57.3718
Bornholm Basin	16.06833	55.74333	16.06833_55.74333
12n	18.79767	59.31233	18.79767_59.31233
Bornholm Basin	16.33967	55.77583	16.33967_55.77583
20	19.832	63.49967	19.832_63.49967
Gulf of Finland	25.6	59.91667	25.6_59.91667
North Sea	0.56667	56.53333	0.56667_56.53333
Bornholm Basin	17.06167	55.93667	17.06167_55.93667
Eastern Gotland Basin	19.4045	57.695	19.4045_57.695
Bothnian Sea	18.95233	62.65283	18.95233_62.65283
Bornholm Basin	15.28333	55.12833	15.28333_55.12833
Western Gotland Basin	17.5795	57.0895	17.5795_57.0895
Skagerrak	9.66667	57.78333	9.66667_57.78333
Skagerrak	8.9165	57.57217	8.9165_57.57217
Kattegat	11.505	57.72333	11.505_57.72333
Bornholm Basin	15.45	54.81667	15.45_54.81667
Western Gotland Basin	17.9842	58.01702	17.9842_58.01702
Bornholm Basin	15.43333	55.425	15.43333_55.425
1n	11.566	58.09702	11.566_58.09702
22	22.49567	65.74483	22.49567_65.74483
Eastern Gotland Basin	19.27183	57.51717	19.27183_57.51717
Skagerrak	10.90357	58.57238	10.90357_58.57238
Western Gotland Basin	18.78333	58.5	18.78333_58.5
6	12.98417	55.6425	12.98417_55.6425
Skagerrak	9.82333	57.96333	9.82333_57.96333
Skagerrak	9.71333	58.04167	9.71333_58.04167
Skagerrak	9.825	58.07167	9.825_58.07167
Skagerrak	11.33333	58.0	11.33333_58.0
Western Gotland Basin	17.98442	58.01663	17.98442_58.01663
The Sound	12.71333	55.785	12.71333_55.785
Eastern Gotland Basin	19.68307	57.33932	19.68307_57.33932
Skagerrak	10.72358	58.2679	10.72358_58.2679
Bothnian Sea	18.953	62.6535	18.953_62.6535
Kattegat	12.111	56.66842	12.111_56.66842
Bornholm Basin	14.595	55.49167	14.595_55.49167
1s	12.025	57.35	12.025_57.35
Bothnian Sea	19.57833	62.66833	19.57833_62.66833
7	13.81155	55.41995	13.81155_55.41995
Skagerrak	9.81667	57.875	9.81667_57.875
Eastern Gotland Basin	19.55683	58.14517	19.55683_58.14517
Eastern Gotland Basin	19.2	57.215	19.2_57.215
Kattegat	12.204	56.56317	12.204_56.56317
Bothnian Sea	17.66767	61.23317	17.66767_61.23317
12n	18.7095	59.33357	18.7095_59.33357
Northern Baltic Proper	18.85233	58.94367	18.85233_58.94367
Kattegat	12.545	56.54083	12.545_56.54083
1n	11.24167	58.3525	11.24167_58.3525
9	16.20202	56.37093	16.20202_56.37093
Kattegat	11.95	57.13333	11.95_57.13333
18	17.41983	62.34917	17.41983_62.34917
North Sea	7.88333	56.83333	7.88333_56.83333
Kattegat	10.92833	57.686	10.92833_57.686
Skagerrak	10.50473	58.28398	10.50473_58.28398
Skagerrak	11.18317	57.8955	11.18317_57.8955
Bornholm Basin	14.55	55.61667	14.55_55.61667
Eastern Gotland Basin	18.42917	56.325	18.42917_56.325
22	21.70483	65.40417	21.70483_65.40417
18	17.699	62.99733	17.699_62.99733
Bothnian Sea	18.83333	63.0	18.83333_63.0
9	16.88817	57.3835	16.88817_57.3835
Arkona Basin	14.09897	54.97132	14.09897_54.97132
18	17.36883	62.46333	17.36883_62.46333
1n	11.28917	58.57667	11.28917_58.57667
Arkona Basin	14.1	55.325	14.1_55.325
Eastern Gotland Basin	19.43833	57.87167	19.43833_57.87167
Skagerrak	8.84333	57.64	8.84333_57.64
18	17.7349	62.97647	17.7349_62.97647
Eastern Gotland Basin	19.15	57.235	19.15_57.235
Arkona Basin	13.27633	54.92433	13.27633_54.92433
Eastern Gotland Basin	19.9	57.33333	19.9_57.33333
Kattegat	11.69167	57.18333	11.69167_57.18333
Eastern Gotland Basin	18.87883	57.043	18.87883_57.043
Western Gotland Basin	17.98453	58.03378	17.98453_58.03378
Eastern Gotland Basin	20.73167	57.21333	20.73167_57.21333
Åland Sea	19.11667	60.20833	19.11667_60.20833
18	18.988	63.19433	18.988_63.19433
Kattegat	11.39167	57.11667	11.39167_57.11667
Eastern Gotland Basin	19.53167	57.82167	19.53167_57.82167
Skagerrak	9.4425	57.6835	9.4425_57.6835
Arkona Basin	14.2841	55.1018	14.2841_55.1018
Skagerrak	9.80417	57.86433	9.80417_57.86433
The Quark	20.28	63.3095	20.28_63.3095
Bornholm Basin	16.37833	55.535	16.37833_55.535
Bornholm Basin	14.25	55.70333	14.25_55.70333
5	12.65	56.265	12.65_56.265
Skagerrak	8.07	57.61833	8.07_57.61833
Western Gotland Basin	18.77333	58.49833	18.77333_58.49833
18	18.26333	62.86333	18.26333_62.86333
Eastern Gotland Basin	18.40118	55.55507	18.40118_55.55507
8	15.56667	56.12833	15.56667_56.12833
Western Gotland Basin	17.53333	58.55	17.53333_58.55
Eastern Gotland Basin	17.73083	56.04	17.73083_56.04
7	13.8127	55.42033	13.8127_55.42033
Bornholm Basin	14.86667	55.725	14.86667_55.725
Bornholm Basin	14.657	55.584	14.657_55.584
Skagerrak	8.16667	57.41667	8.16667_57.41667
Skagerrak	8.16667	57.91667	8.16667_57.91667
Bornholm Basin	16.53633	56.11617	16.53633_56.11617
Skagerrak	10.60667	57.83333	10.60667_57.83333
Bornholm Basin	15.92	55.55	15.92_55.55
Skagerrak	10.88333	57.78333	10.88333_57.78333
Eastern Gotland Basin	19.5376	57.12318	19.5376_57.12318
Eastern Gotland Basin	18.83833	57.04333	18.83833_57.04333
Bornholm Basin	15.36083	55.15533	15.36083_55.15533
16	18.44778	60.3464	18.44778_60.3464
21	20.32083	63.60972	20.32083_63.60972
5	12.58583	56.47267	12.58583_56.47267
Bornholm Basin	14.86447	55.77177	14.86447_55.77177
Western Gotland Basin	18.00333	58.01667	18.00333_58.01667
Western Gotland Basin	17.67032	57.11687	17.67032_57.11687
Western Gotland Basin	17.85433	57.0395	17.85433_57.0395
Bornholm Basin	14.749	55.5855	14.749_55.5855
Kattegat	11.658	57.19268	11.658_57.19268
Northern Baltic Proper	20.28183	58.8015	20.28183_58.8015
Northern Baltic Proper	19.61087	59.26837	19.61087_59.26837
Bornholm Basin	15.44567	55.9815	15.44567_55.9815
Eastern Gotland Basin	18.665	56.44	18.665_56.44
Skagerrak	10.50363	58.28473	10.50363_58.28473
Bothnian Bay	22.0665	64.70733	22.0665_64.70733
Kattegat	12.01845	57.17997	12.01845_57.17997
Bothnian Bay	23.2335	65.16783	23.2335_65.16783
22	22.44583	65.731	22.44583_65.731
Kattegat	11.33	57.71933	11.33_57.71933
Skagerrak	9.95463	58.0474	9.95463_58.0474
Bornholm Basin	16.49483	55.86383	16.49483_55.86383
22	22.44633	65.72933	22.44633_65.72933
20	20.32912	63.67898	20.32912_63.67898
Kattegat	11.658	57.19262	11.658_57.19262
Eastern Gotland Basin	19.67497	57.36747	19.67497_57.36747
18	18.829	63.17517	18.829_63.17517
Kattegat	10.97028	56.20462	10.97028_56.20462
Kattegat	12.3035	56.866	12.3035_56.866
Bornholm Basin	15.52833	55.96	15.52833_55.96
The Quark	20.25	63.28333	20.25_63.28333
Bothnian Sea	18.53333	62.1	18.53333_62.1
Bothnian Sea	18.53333	62.475	18.53333_62.475
North Sea	5.94153	56.57918	5.94153_56.57918
16	18.27478	60.35582	18.27478_60.35582
Kattegat	11.82562	57.09038	11.82562_57.09038
Skagerrak	10.93202	57.86807	10.93202_57.86807
12s	16.65317	57.7985	16.65317_57.7985
Kattegat	12.51167	56.13	12.51167_56.13
Bornholm Basin	16.0505	55.7415	16.0505_55.7415
12n	17.10747	58.6628	17.10747_58.6628
2	11.76667	58.31667	11.76667_58.31667
4	11.67	57.59167	11.67_57.59167
12n	17.94653	58.87695	17.94653_58.87695
Bothnian Sea	18.89218	62.85013	18.89218_62.85013
20	19.81633	63.5	19.81633_63.5
1n	11.45483	58.30817	11.45483_58.30817
18	18.74667	63.13	18.74667_63.13
Bornholm Basin	14.54667	55.65333	14.54667_55.65333
Eastern Gotland Basin	18.7	55.21667	18.7_55.21667
22	22.37167	65.80667	22.37167_65.80667
Eastern Gotland Basin	18.86667	57.03333	18.86667_57.03333
17	17.29	60.94483	17.29_60.94483
Skagerrak	9.49167	57.975	9.49167_57.975
Skagerrak	10.35	58.26667	10.35_58.26667
Skagerrak	10.35	58.76667	10.35_58.76667
Bothnian Sea	19.54317	63.09033	19.54317_63.09033
1s	11.692	57.67817	11.692_57.67817
15	19.04617	59.47833	19.04617_59.47833
12n	18.81017	59.3135	18.81017_59.3135
Eastern Gotland Basin	19.58417	56.63412	19.58417_56.63412
22	21.68583	65.41683	21.68583_65.41683
1s	11.76883	57.63217	11.76883_57.63217
Eastern Gotland Basin	18.83802	57.00257	18.83802_57.00257
Western Gotland Basin	16.99767	56.70233	16.99767_56.70233
Bornholm Basin	15.94933	55.84317	15.94933_55.84317
12n	18.47462	59.21378	18.47462_59.21378
12s	16.59883	57.60367	16.59883_57.60367
Eastern Gotland Basin	20.64167	57.25833	20.64167_57.25833
Bornholm Basin	17.07533	55.8995	17.07533_55.8995
24	18.34717	59.3995	18.34717_59.3995
Kattegat	11.97502	56.3455	11.97502_56.3455
Kattegat	11.45483	57.1875	11.45483_57.1875
8	15.59967	56.1335	15.59967_56.1335
24	18.3265	59.3995	18.3265_59.3995
9	17.021	57.41917	17.021_57.41917
Skagerrak	9.9985	57.79533	9.9985_57.79533
Western Gotland Basin	16.94517	56.50083	16.94517_56.50083
18	18.89333	63.20667	18.89333_63.20667
Bornholm Basin	16.94767	55.5455	16.94767_55.5455
Western Gotland Basin	17.36667	57.56667	17.36667_57.56667
Western Gotland Basin	18.51407	58.27387	18.51407_58.27387
Bothnian Sea	17.73333	61.43333	17.73333_61.43333
Bornholm Basin	14.675	55.455	14.675_55.455
6	12.88833	55.74667	12.88833_55.74667
Eastern Gotland Basin	18.56667	56.49667	18.56667_56.49667
Eastern Gotland Basin	18.46533	56.3725	18.46533_56.3725
Bay of Mecklenburg	11.85	54.43333	11.85_54.43333
Skagerrak	10.36667	58.9	10.36667_58.9
Kattegat	12.01667	57.16667	12.01667_57.16667
1n	11.45517	58.30833	11.45517_58.30833
12n	18.88	59.78	18.88_59.78
Bornholm Basin	15.53083	55.83183	15.53083_55.83183
Skagerrak	11.06667	58.11667	11.06667_58.11667
Eastern Gotland Basin	18.85317	57.17833	18.85317_57.17833
Kattegat	10.8999	57.43267	10.8999_57.43267
Bornholm Basin	16.10333	55.795	16.10333_55.795
Bothnian Sea	19.0	62.93333	19.0_62.93333
Skagerrak	11.29208	57.8665	11.29208_57.8665
North Sea	8.13333	57.11667	8.13333_57.11667
