depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
10.00	11	21																																																																																																																																																																								
15.00	2	21																																																																																																																																																																								
15.00	3	21																																																																																																																																																																								
15.00	4	21																																																																																																																																																																								
15.00	5	21																																																																																																																																																																								
15.00	6	21																																																																																																																																																																								
15.00	7	21																																																		0.09	0.07	16.00	0.32	0.06	0.25	0.06															1.75	0.79	16.00	3.78	0.50	2.77	0.82	0.28	0.11	16.00	0.50	0.20	0.45	0.20																																											15.69	1.97	16.00	19.30	12.85	18.77	12.89	0.29	0.13	16.00	0.61	0.16	0.59	0.18								1.92	0.79	16.00	3.78	0.90	3.09	0.92	3.94	0.74	16.00	4.80	2.35	4.65	2.46							
15.00	8	21	6.24	1.03	16.00	8.00	4.50																																													0.07	0.05	17.00	0.26	0.06	0.11	0.06															1.44	0.78	17.00	2.64	0.36	2.64	0.53	0.42	0.32	17.00	1.30	0.20	1.06	0.20																																											16.25	2.07	17.00	20.70	13.60	20.14	14.16	0.30	0.17	17.00	0.90	0.16	0.52	0.16								1.78	0.97	17.00	3.73	0.57	3.66	0.57	3.98	0.40	16.00	4.80	3.30									
15.00	10	21																																																																																																																																																																								
15.00	11	21																																																																																																																																																																								
20.00	1	21																																																																																																																																																																								
20.00	2	21																																																																																																																																																																								
20.00	3	21																																																																																																																																																																								
20.00	4	21																																																																																																																																																																								
20.00	5	21																																																																																																																																																																								
20.00	6	21																																																																																																																																																																								
20.00	7	21																																																																																																																																																																								
20.00	8	21																																																																																																																																																																								
20.00	10	21																																																																																																																																																																								
20.00	11	21																																																																																																																																																																								
25.00	1	21																																																																																																																																																																								
25.00	2	21																																																																																																																																																																								
25.00	3	21																																																																																																																																																																								
25.00	4	21																																																																																																																																																																								
25.00	5	21																																																																																																																																																																								
25.00	6	21																																																																																																																																																																								
25.00	7	21																																																																																																																																																																								
25.00	8	21																																																																																																																																																																								
25.00	10	21																																																																																																																																																																								
30.00	2	21																																																																																																																																																																								
30.00	3	21																																																																																																																																																																								
30.00	4	21																																																																																																																																																																								
30.00	5	21																																																																																																																																																																								
30.00	6	21																																																																																																																																																																								
30.00	7	21																																																																																																																																																																								
30.00	8	21																																																		0.09	0.06	16.00	0.26	0.03																	2.95	2.23	17.00	10.00	0.43	5.94	0.94																																																		16.98	3.77	17.00	25.00	11.40	24.44	12.52	0.36	0.14	16.00	0.58	0.13																	4.17	0.83	17.00	6.20	2.90	5.64	3.06	10.42	3.95	16.00	16.80	4.00		
30.00	9	21																																																																																																																																																																								
30.00	10	21																																																																																																																																																																								
30.00	11	21																																																																																																																																																																								
40.00	3	21																																																																																																																																																																								
40.00	6	21																																																																																																																																																																								
60.00	6	21																																																																																																																																																																								
