depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	11	7	6.42	2.01	79.00	11.00	2.00			7.66	1.61	69.00	11.54	3.55			8.62	2.88	68.00	22.32	6.50										7.53	1.53	61.00	11.30	3.50			8.56	3.05	63.00	22.32	6.31			7.53	0.62	74.00	8.43	5.40			0.50	0.15	85.00	1.04	0.16			0.34	0.20	74.00	1.28	0.08			1.77	2.70	71.00	21.07	0.07			2.61	3.12	62.00	21.71	0.39			1.23	1.50	84.00	7.85	0.05			11.33	4.20	85.00	28.80	2.20			1.79	0.83	64.00	4.30	0.20																															23.15	8.38	87.00	78.70	14.00			0.90	0.24	87.00	1.64	0.43			7.53	0.62	74.00	8.43	5.40			3.55	3.74	81.00	25.67	0.28			8.57	2.80	88.00	22.32	6.31	14.26	6.63	7.71	1.55	88.00	11.54	3.55	10.09	5.10
0.00	12	7	6.83	3.04	63.00	17.30	2.20			5.03	1.89	48.00	8.71	-0.07			8.93	2.69	43.00	19.56	6.19										4.99	1.81	40.00	8.30	-0.12			8.43	2.02	44.00	18.17	6.02			8.13	0.62	40.00	9.24	6.60			0.60	0.17	70.00	1.19	0.24	0.80	0.36	0.58	0.31	65.00	1.42	0.07			5.98	10.73	65.00	70.00	0.59			4.56	3.33	37.00	14.30	1.32			1.28	1.98	69.00	10.00	0.05			14.61	7.13	70.00	39.29	5.00	27.86	6.14	1.13	0.65	65.00	3.70	0.10																															25.35	12.36	70.00	92.86	15.00	42.65	16.45	1.01	0.24	70.00	1.81	0.50	1.41	0.65	8.13	0.62	40.00	9.24	6.60			7.73	11.67	69.00	73.36	1.43			8.56	2.24	70.00	19.56	6.02	11.62	6.74	5.12	1.82	70.00	8.71	-0.07	7.71	1.90
5.00	1	7	6.44	3.05	80.00	16.50	1.20			3.27	1.51	71.00	6.51	-0.50			8.60	2.38	67.00	20.09	6.17										3.49	1.56	52.00	6.70	0.60			8.82	2.84	63.00	22.54	6.18			8.45	0.70	66.00	9.37	5.90			0.66	0.16	92.00	1.29	0.40	0.92	0.45	0.41	0.25	79.00	1.12	0.07			6.80	6.11	79.00	32.71	2.06			8.41	6.51	63.00	35.69	2.14			1.28	2.06	91.00	14.28	0.05			15.65	5.78	92.00	35.71	5.70	27.79	8.90	0.81	0.36	27.00	2.10	0.20																															27.02	9.38	92.00	57.86	16.43	45.74	18.31	1.05	0.28	92.00	2.32	0.50	1.54	0.73	8.45	0.70	66.00	9.37	5.90			9.40	8.42	91.00	40.69	2.14			8.62	2.29	91.00	20.09	6.17			3.35	1.47	91.00	6.51	-0.50		
5.00	2	7	6.73	3.31	59.00	18.00	2.50			2.47	1.42	44.00	5.86	0.10			9.66	3.14	41.00	20.14	6.78										2.54	1.24	33.00	4.71	0.50			9.56	4.02	39.00	27.60	6.70			8.62	1.01	39.00	9.90	3.90			0.69	0.16	62.00	1.08	0.35			0.34	0.15	57.00	0.71	0.07			6.56	5.72	57.00	29.36	1.62			6.25	3.03	33.00	16.00	1.88			0.80	1.02	63.00	4.80	0.06	3.27	0.07	15.65	5.47	62.00	35.71	8.50			0.87	0.55	24.00	2.45	0.20																															23.99	7.20	63.00	50.71	15.00	41.87	16.57	1.10	0.29	62.00	2.75	0.60			8.62	1.01	39.00	9.90	3.90			7.80	6.42	63.00	33.36	2.06	22.89	3.52	9.35	3.55	63.00	27.60	6.70	16.75	6.91	2.52	1.40	63.00	5.86	0.10	4.82	0.40
5.00	3	7	6.88	2.37	77.00	14.20	1.40			2.77	1.40	64.00	5.45	-0.16			8.37	1.96	61.00	15.01	6.52										2.68	1.47	49.00	5.10	-0.14			8.30	2.21	57.00	19.74	6.52			9.11	0.61	65.00	10.71	7.40			0.52	0.20	79.00	1.08	0.12	0.82	0.19	0.21	0.10	66.00	0.55	0.02			4.19	3.99	62.00	22.85	0.21			5.49	5.17	60.00	23.15	0.10			0.74	1.42	77.00	6.96	0.05			12.45	4.96	79.00	21.43	1.10	20.32	3.08	1.47	0.87	31.00	4.25	0.40																															24.47	7.51	79.00	56.20	17.86	43.15	18.19	0.90	0.20	79.00	1.40	0.50	1.28	0.60	9.11	0.61	65.00	10.71	7.40			5.60	5.78	77.00	28.90	0.10			8.37	1.92	79.00	15.01	6.52	12.82	6.74	2.77	1.43	79.00	5.45	-0.16	4.83	0.18
5.00	4	7	7.01	2.03	52.00	13.00	4.00	11.39	5.24	5.60	1.37	38.00	8.52	2.42			8.95	3.05	35.00	19.92	6.71										5.41	1.38	32.00	8.52	2.41			8.32	2.35	36.00	20.79	6.60			8.62	1.05	39.00	11.08	4.50			0.24	0.12	52.00	0.59	0.05	0.46	0.07	0.05	0.02	45.00	0.09	0.02			0.23	0.22	30.00	1.08	0.07			0.26	0.35	35.00	1.57	0.07			0.32	0.39	50.00	2.50	0.05			4.72	3.44	52.00	16.00	0.20	10.89	0.77	0.81	0.55	25.00	2.52	0.10																															18.26	2.57	52.00	28.30	12.86	21.95	14.69	0.67	0.17	52.00	1.04	0.30	0.92	0.40	8.62	1.05	39.00	11.08	4.50			0.47	0.56	50.00	3.40	0.08			8.63	2.59	52.00	19.92	6.60	12.09	6.97	5.48	1.31	51.00	8.52	2.42		
5.00	5	7	7.67	2.61	83.00	14.20	3.30			10.04	1.65	65.00	13.79	6.32			7.85	1.33	57.00	12.26	6.56										9.69	1.81	55.00	14.43	5.00			7.62	1.01	63.00	11.75	6.57			7.94	0.51	67.00	9.80	7.05			0.22	0.12	86.00	0.49	0.02	0.46	0.06	0.05	0.03	72.00	0.14	0.02			0.80	3.18	37.00	19.53	0.07			0.78	3.16	66.00	19.67	0.10			0.28	0.42	86.00	3.42	0.04	0.78	0.05	5.91	3.70	86.00	17.30	0.70	13.60	1.10	1.01	0.67	35.00	3.10	0.20																															20.00	7.54	86.00	62.20	7.10	25.18	13.75	0.67	0.31	86.00	2.68	0.30	1.07	0.34	7.94	0.51	67.00	9.80	7.05			0.90	3.10	86.00	20.91	0.10	1.58	0.10	7.80	1.21	85.00	12.26	6.56			9.86	1.82	86.00	14.43	5.00	12.95	6.60
5.00	6	7	7.19	2.25	53.00	14.20	4.90	12.40	5.00	14.41	2.29	36.00	18.00	9.24			8.79	2.52	34.00	18.37	6.80										14.19	2.50	35.00	18.36	9.05			8.12	1.86	37.00	18.40	6.81			7.03	0.68	37.00	8.66	5.70			0.25	0.13	53.00	0.65	0.06	0.46	0.10	0.05	0.02	45.00	0.09	0.02			0.18	0.07	25.00	0.36	0.07			0.14	0.06	34.00	0.36	0.07			0.26	0.21	53.00	1.10	0.05	0.70	0.05	7.16	3.06	53.00	16.80	2.60	12.50	3.48	0.88	0.63	26.00	3.20	0.10																															18.43	2.99	53.00	26.00	9.30	22.18	13.86	0.66	0.22	53.00	1.05	0.10	0.99	0.32	7.03	0.68	37.00	8.66	5.70			0.36	0.24	52.00	1.30	0.07			8.43	2.11	53.00	18.37	6.80	11.86	7.12	14.60	2.32	53.00	18.36	9.24	17.93	10.89
5.00	7	7	6.67	2.38	101.00	14.20	2.80	11.00	3.20	15.71	3.04	78.00	21.18	6.25			7.92	1.28	72.00	13.14	6.70										15.50	3.13	59.00	20.46	6.30			7.82	1.35	72.00	14.62	6.77			6.75	0.78	74.00	8.90	3.24			0.33	0.23	101.00	1.38	0.05	0.74	0.09	0.06	0.04	88.00	0.33	0.02			0.36	1.18	45.00	8.10	0.07			0.21	0.51	68.00	4.25	0.07			0.36	0.47	99.00	2.54	0.03			8.65	3.42	101.00	22.00	2.50	14.50	4.30	1.61	1.61	28.00	8.80	0.10																															20.42	4.10	101.00	39.10	14.00	28.10	16.00	0.82	0.33	101.00	2.00	0.30	1.52	0.45	6.75	0.78	74.00	8.90	3.24			0.61	1.13	98.00	9.09	0.07			7.88	1.15	101.00	13.14	6.70	9.97	6.85	15.60	2.99	101.00	21.18	6.25	20.00	10.80
5.00	8	7	6.27	2.21	82.00	12.20	2.20			17.63	2.28	51.00	21.89	12.29			8.77	2.14	44.00	17.08	6.80										17.79	2.90	57.00	22.00	11.27			8.51	1.53	62.00	14.32	6.60			6.15	0.69	47.00	7.70	4.55			0.39	0.34	70.00	2.19	0.06			0.06	0.03	66.00	0.21	0.02			0.26	0.22	44.00	1.46	0.07			0.15	0.13	38.00	0.64	0.06			0.54	0.78	71.00	4.29	0.05			10.37	4.52	71.00	35.71	3.00			1.55	1.31	26.00	7.40	0.50																															20.51	4.01	71.00	40.20	10.00			0.95	0.47	71.00	3.23	0.40			6.15	0.69	47.00	7.70	4.55			0.72	0.91	70.00	4.79	0.10			8.59	1.78	84.00	17.08	6.60			17.83	2.69	85.00	22.00	11.27	21.12	12.39
5.00	9	7	5.74	2.29	135.00	13.00	1.10			14.58	2.47	74.00	21.90	6.73			8.14	2.05	72.00	20.58	6.84										13.46	2.19	105.00	18.59	6.80			8.72	1.60	114.00	16.50	6.84			6.67	0.89	91.00	8.80	2.70			0.40	0.21	89.00	1.46	0.11			0.06	0.03	74.00	0.16	0.02			0.48	1.66	41.00	10.81	0.07			0.39	1.29	71.00	10.97	0.07			0.36	0.42	89.00	2.20	0.05			10.04	2.95	89.00	24.90	4.80			1.72	1.09	28.00	5.00	0.40																															21.07	4.31	89.00	37.00	14.29			0.90	0.32	89.00	2.14	0.44			6.80	1.03	96.00	9.70	2.70			0.67	1.44	89.00	13.17	0.10			8.73	1.89	137.00	20.58	6.84			13.83	2.40	137.00	21.90	6.73		
5.00	10	7	6.04	2.39	60.00	14.20	1.20			11.27	1.93	38.00	14.32	6.80			9.50	3.19	34.00	22.76	7.20										11.17	1.57	42.00	13.80	8.01			9.07	2.73	47.00	20.30	6.50			6.69	0.84	44.00	8.08	3.63			0.39	0.18	54.00	0.88	0.10			0.10	0.09	45.00	0.50	0.03			0.53	0.79	42.00	3.40	0.10			0.78	1.10	34.00	4.70	0.10			0.53	0.55	54.00	2.90	0.05			10.77	3.48	54.00	18.93	3.70			2.09	0.96	31.00	4.35	0.70																															19.75	3.53	54.00	29.30	9.50			0.88	0.29	53.00	1.84	0.44			6.69	0.84	44.00	8.08	3.63			1.17	1.36	54.00	5.30	0.10			9.37	3.11	62.00	22.76	6.50	16.39	6.86	11.30	1.74	61.00	14.32	6.80		
5.00	11	7	6.42	2.01	79.00	11.00	2.00			7.67	1.65	69.00	11.58	3.54			9.00	3.71	68.00	25.75	6.60										7.52	1.51	53.00	11.30	3.50			8.70	3.30	66.00	22.69	6.48			7.43	0.66	69.00	8.41	5.70			0.49	0.15	86.00	1.05	0.16			0.33	0.19	75.00	1.29	0.06			1.94	3.08	73.00	22.90	0.07			2.71	3.46	64.00	23.53	0.40			1.13	1.28	85.00	4.70	0.05			11.14	3.87	86.00	21.50	2.20			1.39	0.75	34.00	4.40	0.30																															22.55	6.13	88.00	51.60	12.10	35.96	16.44	0.93	0.26	87.00	1.75	0.47			7.43	0.66	69.00	8.41	5.70			3.60	3.97	83.00	28.23	0.41			8.95	3.60	88.00	25.75	6.48	16.36	6.79	7.76	1.59	87.00	11.58	3.54		
5.00	12	7	6.83	3.04	63.00	17.30	2.20			5.24	1.83	48.00	8.71	-0.05			9.49	3.60	43.00	25.17	6.58										5.29	1.56	39.00	8.30	1.89			9.11	3.02	45.00	19.40	7.04			8.00	0.80	45.00	9.23	5.60			0.62	0.17	70.00	1.16	0.24	0.85	0.41	0.57	0.30	65.00	1.29	0.07			4.59	5.55	65.00	33.00	0.71			4.29	2.42	37.00	11.40	1.30			1.14	1.70	69.00	9.29	0.05			13.98	5.79	70.00	35.71	5.30	25.39	6.42	0.82	0.53	26.00	2.70	0.10																															23.49	7.94	70.00	59.00	14.30	40.53	15.84	1.05	0.30	70.00	2.35	0.50	1.56	0.66	8.00	0.80	45.00	9.23	5.60			6.34	6.82	69.00	40.36	1.57			9.15	3.22	69.00	25.17	6.58			5.29	1.78	70.00	8.71	-0.05	8.11	2.06
10.00	1	7	6.83	2.68	23.00	13.00	1.50			3.63	1.60	24.00	6.50	1.10			7.64	0.68	24.00	9.03	6.61																																																																																																																																								7.74	0.99	28.00	11.48	6.61	8.99	6.88	3.72	1.57	28.00	6.50	1.10	6.38	1.55
10.00	2	7																																																																																																																																																																								
10.00	3	7	7.85	2.32	30.00	14.00	4.00			2.54	1.47	25.00	5.44	-0.15			7.39	0.52	25.00	8.43	6.75																	7.30	0.53	17.00	8.34	6.66										0.59	0.20	17.00	1.05	0.18			0.19	0.10	17.00	0.50	0.04																								14.58	3.95	17.00	21.10	4.70																																						23.49	3.14	17.00	30.00	19.70			0.94	0.21	17.00	1.35	0.61																	7.37	0.52	31.00	8.43	6.66	8.31	6.75	2.39	1.52	31.00	5.44	-0.15	4.83	0.12
10.00	4	7																																																																																																																																																																								
10.00	5	7	8.97	2.22	34.00	14.00	4.00			8.32	1.33	26.00	11.52	5.92			7.18	0.32	22.00	8.15	6.73										8.52	1.76	20.00	13.65	5.52			7.20	0.30	22.00	7.84	6.86			8.31	0.23	16.00	8.61	7.88			0.26	0.13	22.00	0.54	0.08			0.04	0.02	22.00	0.09	0.02										0.15	0.16	19.00	0.81	0.10			0.19	0.19	22.00	0.86	0.05			7.14	3.41	22.00	14.20	1.20																																						18.37	2.16	22.00	22.70	13.25			0.62	0.17	22.00	1.03	0.35			8.31	0.23	16.00	8.61	7.88			0.37	0.45	22.00	2.15	0.10			7.22	0.33	34.00	8.15	6.73			8.43	1.67	36.00	13.65	5.52	11.23	6.00
10.00	6	7																																																																																																																																																																								
