depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	11	3	7.60	2.48	66.00	13.00	3.00			9.71	1.35	37.00	12.17	7.02			25.28	4.04	34.00	33.18	16.63										9.08	1.50	53.00	12.46	6.11			26.49	3.73	55.00	32.82	16.77			6.55	0.51	69.00	7.86	4.24			0.26	0.10	71.00	0.52	0.05			0.29	0.24	70.00	1.60	0.02			2.83	2.25	70.00	11.25	0.20			3.51	2.59	40.00	11.55	0.10			1.06	0.70	71.00	3.00	0.02			4.68	2.94	68.00	11.80	0.20			2.80	1.69	72.00	8.29	0.30	5.70	0.65																													17.78	5.62	68.00	46.70	9.90			0.68	0.22	68.00	2.15	0.30			6.55	0.51	69.00	7.86	4.24			4.14	2.52	71.00	12.92	0.27			26.27	3.71	72.00	33.18	16.63	32.15	19.45	9.32	1.49	72.00	12.46	6.11	11.82	6.69
0.00	12	3	7.57	2.86	59.00	16.00	2.50			6.02	1.74	33.00	8.69	1.51			24.79	3.59	29.00	31.40	18.57										6.24	1.70	51.00	9.45	1.75			26.89	3.74	53.00	33.25	19.85			7.05	0.48	67.00	8.12	5.75			0.41	0.10	69.00	0.61	0.19	0.58	0.25	0.38	0.23	69.00	1.02	0.04	0.86	0.11	4.85	2.39	69.00	13.82	1.23	8.75	1.54	5.55	2.72	40.00	14.24	1.52			1.24	0.64	68.00	2.64	0.05			6.48	3.16	67.00	20.40	0.90			1.65	1.07	69.00	4.90	0.20	3.78	0.38																													18.32	3.79	65.00	29.10	12.45			0.72	0.15	65.00	1.27	0.44			7.05	0.48	67.00	8.12	5.75			6.46	2.64	68.00	16.48	2.06			26.50	3.82	69.00	33.25	18.57	31.81	21.00	6.15	1.71	68.00	9.45	1.51		
5.00	1	3	6.90	2.69	53.00	16.00	3.80			3.82	1.70	41.00	8.36	0.75			26.74	2.72	36.00	32.22	21.50										3.38	1.76	49.00	7.25	-0.74			27.61	3.10	54.00	33.10	20.91			7.56	0.46	66.00	8.79	6.60			0.55	0.11	66.00	0.88	0.33			0.37	0.33	66.00	1.50	0.04			6.64	2.21	66.00	12.64	1.35			6.33	2.20	43.00	13.09	1.39			0.93	0.55	65.00	3.19	0.10			8.12	2.81	66.00	14.55	1.70			1.17	1.09	64.00	5.70	0.10																															19.23	3.34	66.00	28.70	12.10			0.84	0.15	65.00	1.30	0.42			7.53	0.47	71.00	8.79	6.60			7.95	2.60	65.00	15.05	1.64			27.41	3.03	70.00	33.10	20.91			3.62	1.80	72.00	8.36	-0.74	5.90	0.50
5.00	2	3	6.79	2.97	63.00	15.00	3.00			2.56	1.94	41.00	6.40	-1.24			26.69	3.53	37.00	33.82	20.45										2.47	1.71	60.00	6.10	-1.30			27.39	3.33	66.00	34.39	20.46			7.89	0.68	74.00	9.20	6.10			0.53	0.16	76.00	0.77	0.02			0.32	0.29	76.00	1.72	0.02			8.15	3.19	74.00	14.49	0.08			8.20	3.58	49.00	14.93	0.45			0.78	0.77	75.00	6.10	0.05			8.51	3.86	75.00	16.90	0.10			2.23	3.70	69.00	18.50	0.10																															20.80	4.04	74.00	30.20	11.00			0.84	0.15	74.00	1.40	0.53			7.89	0.68	74.00	9.20	6.10			9.03	3.76	75.00	16.42	0.15			27.38	3.33	79.00	34.39	20.45	33.00	21.96	2.53	1.88	79.00	6.40	-1.30	5.76	-1.01
5.00	3	3	6.12	2.24	64.00	12.00	2.90			2.30	1.62	35.00	5.07	-0.71			24.45	3.38	32.00	30.67	16.80										2.17	1.54	51.00	5.23	-0.86			26.09	3.63	54.00	31.02	17.20			8.39	0.81	66.00	10.81	7.10			0.29	0.19	66.00	0.73	0.02			0.16	0.12	66.00	0.47	0.02			5.50	4.05	62.00	14.73	0.10			4.68	4.19	42.00	12.30	0.10			0.47	0.54	66.00	3.20	0.04			4.50	3.96	66.00	14.30	0.10			5.78	5.46	66.00	30.00	0.40																															19.90	4.62	65.00	29.40	12.50			0.72	0.14	64.00	1.08	0.42			8.39	0.81	66.00	10.81	7.10			5.72	4.45	66.00	16.57	0.10			25.65	3.53	68.00	31.02	16.80	30.61	20.47	2.24	1.52	68.00	5.23	-0.71	4.43	-0.46
5.00	4	3	7.96	3.03	64.00	15.00	2.50			4.84	1.56	37.00	8.19	1.55			24.79	4.10	33.00	32.01	14.74										4.60	1.17	52.00	6.80	1.66			24.52	4.39	54.00	34.10	14.80			8.03	0.59	65.00	9.52	5.80			0.12	0.11	69.00	0.51	0.02			0.10	0.08	69.00	0.46	0.02			2.63	2.81	63.00	13.70	0.05			2.04	2.22	43.00	10.02	0.10			0.63	0.44	68.00	2.45	0.15			1.96	1.72	67.00	6.50	0.10			2.65	2.41	67.00	14.00	0.20																															18.29	4.46	65.00	30.55	10.40			0.57	0.20	65.00	1.24	0.27			8.03	0.59	65.00	9.52	5.80			3.17	2.96	67.00	14.21	0.10			24.71	4.09	70.00	34.10	14.74	31.55	18.68	4.76	1.33	70.00	8.19	1.55	6.47	2.10
5.00	5	3	7.33	2.55	72.00	14.00	3.00			9.30	1.70	40.00	14.14	6.37			22.53	4.08	36.00	34.05	14.82										8.52	1.46	57.00	12.19	5.30			23.40	4.35	61.00	32.25	14.62			7.42	0.36	71.00	8.80	6.06			0.07	0.07	74.00	0.48	0.02			0.09	0.10	73.00	0.58	0.02			1.61	1.82	65.00	7.26	0.02			1.37	1.67	47.00	7.40	0.10			0.55	0.38	70.00	1.86	0.05			1.89	1.38	72.00	6.10	0.10			2.43	2.52	73.00	22.00	0.70																															17.34	3.82	70.00	32.40	10.10			0.48	0.17	70.00	0.90	0.19			7.42	0.36	71.00	8.80	6.06			2.02	2.10	70.00	8.82	0.10			23.29	4.26	76.00	34.05	14.62	30.13	17.36	8.80	1.70	76.00	14.14	5.30	11.43	6.68
5.00	6	3	6.55	2.19	69.00	12.00	2.50			14.26	1.98	35.00	20.37	8.87			22.70	3.44	32.00	31.05	16.32										13.21	2.26	53.00	18.11	8.00			23.56	4.22	55.00	30.70	14.19			6.75	0.36	65.00	7.52	5.97			0.06	0.03	68.00	0.15	0.02			0.05	0.04	68.00	0.15	0.02			0.74	1.19	45.00	6.40	0.02			0.36	0.58	43.00	2.29	0.10			0.37	0.40	67.00	1.72	0.05			1.13	2.06	66.00	15.10	0.10			2.32	1.64	69.00	10.20	0.40																															16.44	3.28	67.00	28.90	10.20			0.45	0.13	66.00	0.90	0.15			6.75	0.36	65.00	7.52	5.97			0.89	1.23	67.00	6.66	0.10			23.45	3.96	73.00	31.05	14.19			13.52	2.26	74.00	20.37	8.00	17.46	9.40
5.00	7	3	7.83	2.72	68.00	16.00	3.50			16.79	1.22	40.00	20.50	14.74			23.58	3.17	38.00	31.67	18.58										16.41	1.71	50.00	21.20	13.36			25.02	3.32	49.00	31.86	18.35			6.19	0.30	64.00	7.17	5.37			0.05	0.04	66.00	0.26	0.02			0.04	0.04	65.00	0.21	0.02			0.45	0.80	43.00	3.93	0.02			0.32	0.57	43.00	3.14	0.10			0.35	0.36	66.00	2.07	0.02			0.60	0.89	64.00	5.60	0.10			1.74	0.87	67.00	4.40	0.36																															14.88	2.89	63.00	24.50	7.80			0.46	0.14	63.00	0.90	0.08			6.19	0.30	64.00	7.17	5.37			0.67	0.98	66.00	6.06	0.10			24.63	3.37	71.00	31.86	18.58	30.21	19.84	16.42	1.51	71.00	21.20	13.36	19.53	14.05
5.00	8	3	7.86	2.14	71.00	13.00	4.00			18.56	1.46	45.00	22.49	14.86			23.53	3.13	43.00	31.54	19.39										18.55	1.58	56.00	21.65	14.51			24.43	3.24	57.00	31.84	16.99			5.90	0.41	70.00	6.82	4.73			0.06	0.03	74.00	0.20	0.02			0.03	0.03	74.00	0.15	0.02			0.20	0.29	50.00	1.95	0.02			0.20	0.32	46.00	2.10	0.10			0.31	0.33	73.00	2.24	0.02			0.84	0.84	72.00	4.70	0.10			1.90	1.32	74.00	7.90	0.46																															15.10	2.29	67.00	19.80	8.80			0.46	0.11	66.00	0.76	0.23			5.88	0.40	75.00	6.82	4.73			0.45	0.51	73.00	2.71	0.06			24.26	3.19	82.00	31.54	16.99			18.53	1.51	82.00	22.49	14.86		
5.00	9	3	8.23	2.87	74.00	19.00	3.00			16.70	1.03	56.00	18.71	14.52			25.21	3.21	53.00	31.93	19.04										16.57	1.83	59.00	20.49	10.80			25.58	3.68	60.00	33.70	19.10			5.82	0.41	74.00	6.70	4.52			0.07	0.04	77.00	0.19	0.02			0.06	0.07	77.00	0.57	0.02			0.23	0.34	50.00	2.00	0.02			0.17	0.21	50.00	1.37	0.07			0.32	0.27	75.00	1.63	0.02			1.46	1.08	76.00	4.90	0.10			2.65	1.48	72.00	8.50	0.32																															14.44	2.90	73.00	22.90	6.80			0.48	0.11	73.00	0.73	0.29			5.82	0.40	80.00	6.70	4.52			0.51	0.48	75.00	2.54	0.07			25.46	3.50	92.00	33.70	19.04			16.53	1.60	93.00	20.49	10.80		
5.00	10	3	7.78	1.80	67.00	12.00	4.00			13.84	1.18	35.00	16.34	11.82			25.48	3.65	32.00	32.46	18.18										13.32	1.32	53.00	16.41	10.60			26.24	4.06	55.00	33.10	18.14			6.08	0.55	71.00	7.30	4.60			0.12	0.07	71.00	0.44	0.02			0.10	0.12	71.00	0.47	0.02			0.62	0.86	60.00	3.50	0.02			0.63	0.84	42.00	3.64	0.10			0.37	0.35	69.00	1.52	0.05			2.04	1.47	69.00	7.10	0.10			3.01	1.42	70.00	6.10	0.80																															14.83	2.62	69.00	21.00	8.40			0.54	0.13	68.00	0.82	0.16			6.08	0.55	71.00	7.30	4.60			0.99	1.06	69.00	5.16	0.10			26.04	3.80	71.00	33.10	18.18			13.44	1.31	71.00	16.34	10.60		
5.00	11	3	7.59	2.48	66.00	13.00	3.00			10.10	1.34	37.00	12.33	7.01			26.98	3.59	34.00	33.93	20.38										9.46	1.40	53.00	12.70	6.37			27.46	3.26	54.00	32.83	21.84			6.44	0.46	69.00	7.79	5.43			0.27	0.12	71.00	0.68	0.04			0.30	0.24	70.00	1.40	0.02			2.19	1.44	70.00	7.71	0.26			2.76	1.67	40.00	8.01	0.10			0.95	0.61	71.00	3.00	0.07			3.93	2.19	68.00	9.90	0.10			2.37	1.60	71.00	7.12	0.20																															15.84	3.51	67.00	32.10	10.20			0.64	0.14	68.00	0.96	0.34			6.44	0.46	69.00	7.79	5.43			3.41	1.58	71.00	8.01	0.21			27.55	3.26	72.00	33.93	20.38	32.63	22.76	9.71	1.43	72.00	12.70	6.37	12.03	7.29
5.00	12	3	7.58	2.85	59.00	16.00	2.50			6.53	1.67	33.00	8.71	1.76			25.82	3.46	30.00	32.63	19.96										6.63	1.63	49.00	9.84	1.79			27.66	3.50	53.00	33.44	21.22			6.90	0.49	66.00	8.10	5.40			0.42	0.10	69.00	0.68	0.20	0.59	0.25	0.39	0.26	69.00	1.38	0.02	0.93	0.10	4.24	1.99	69.00	11.90	1.36	7.79	1.54	4.81	2.31	40.00	12.29	1.55			1.12	0.60	68.00	2.45	0.05			5.70	2.45	67.00	13.80	1.00			1.44	1.08	69.00	4.71	0.10	3.92	0.34																													17.20	3.60	66.00	27.50	11.80			0.70	0.13	66.00	1.03	0.38			6.90	0.49	66.00	8.10	5.40			5.77	2.22	68.00	14.05	2.22			27.36	3.56	69.00	33.44	19.96	32.54	21.96	6.56	1.60	66.00	9.84	1.76		
10.00	1	3	6.90	2.69	53.00	16.00	3.80			4.24	1.61	41.00	8.21	1.18			27.72	2.73	37.00	33.31	22.07										3.82	1.79	48.00	7.26	-0.83			28.22	3.08	54.00	33.35	21.75			7.43	0.46	65.00	8.67	6.33			0.56	0.10	67.00	0.83	0.33			0.38	0.33	67.00	1.50	0.03			6.64	2.15	67.00	11.95	1.38			6.29	2.05	44.00	11.33	1.41			0.88	0.50	66.00	2.43	0.10			7.87	2.72	67.00	12.65	1.80			1.03	1.03	65.00	6.20	0.10																															18.98	3.32	66.00	25.70	10.50			0.82	0.14	66.00	1.30	0.43			7.40	0.47	70.00	8.67	6.33			7.93	2.50	66.00	13.54	1.71			28.12	2.99	72.00	33.35	21.75	32.74	22.82	4.03	1.76	72.00	8.21	-0.83	6.93	1.16
10.00	2	3	6.79	2.97	63.00	15.00	3.00			3.15	2.00	41.00	6.50	-1.13			28.12	3.40	37.00	33.83	20.94										3.10	1.77	58.00	6.24	-1.29			28.57	2.99	66.00	34.61	21.04			7.65	0.65	73.00	9.15	6.00			0.56	0.15	76.00	0.80	0.06			0.32	0.31	76.00	1.69	0.02			8.06	2.84	74.00	14.79	1.11			8.07	3.27	49.00	15.22	1.09			0.72	0.78	75.00	6.35	0.05			8.01	3.49	75.00	15.80	0.20			2.26	4.05	69.00	19.40	0.10																															19.97	3.47	74.00	27.70	12.10			0.83	0.14	74.00	1.35	0.60			7.65	0.65	74.00	9.15	6.00			8.89	3.38	75.00	15.94	1.15			28.56	3.05	79.00	34.61	20.94	33.00	23.76	3.03	1.90	79.00	6.50	-1.29	6.02	-0.54
10.00	3	3	6.13	2.24	64.00	12.00	2.90			2.81	1.64	36.00	5.91	-0.63			26.49	3.59	33.00	33.82	18.04										2.76	1.46	50.00	6.19	-0.68			27.56	3.56	54.00	33.86	18.40			8.10	0.85	65.00	10.59	5.78			0.34	0.20	66.00	0.83	0.02			0.17	0.12	66.00	0.50	0.02			5.93	3.70	64.00	13.50	0.10			5.28	4.08	42.00	12.17	0.10			0.46	0.51	66.00	3.60	0.05			4.46	3.62	66.00	13.50	0.10			5.33	5.87	65.00	27.80	0.10																															19.42	4.32	65.00	29.90	12.50			0.72	0.14	65.00	1.07	0.40			8.12	0.85	66.00	10.59	5.78			6.27	4.02	66.00	14.50	0.10			27.30	3.45	68.00	33.82	18.04	31.73	22.36	2.78	1.43	67.00	5.91	-0.63		
