depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	11	4	6.39	2.17	75.00	11.50	3.00			9.30	1.57	57.00	13.01	6.00			22.52	4.42	53.00	32.78	2.00										9.01	1.71	63.00	13.41	3.85			23.31	3.28	65.00	32.67	17.14			6.87	0.55	82.00	8.00	4.87	7.66	5.81	0.25	0.14	82.00	0.78	0.06	0.55	0.06	0.13	0.14	72.00	0.71	0.02			1.50	1.63	65.00	8.72	0.10			2.04	2.27	53.00	10.00	0.07			0.57	0.53	46.00	2.04	0.04			4.35	3.63	81.00	22.40	0.10			4.89	9.62	81.00	86.20	0.50																															19.15	8.40	81.00	67.10	10.00			0.71	0.33	81.00	3.13	0.26			6.87	0.55	82.00	8.00	4.87	7.66	5.81	2.36	2.22	44.00	8.82	0.10			23.17	4.00	82.00	32.78	2.00	29.59	17.90	9.01	1.70	82.00	13.01	3.85	11.29	6.51
0.00	12	4	6.47	2.39	64.00	11.00	1.90			6.37	1.45	52.00	8.83	1.81			23.20	3.44	49.00	33.60	16.70										5.94	1.69	63.00	8.83	1.72			22.79	2.79	67.00	32.82	17.50			7.39	0.53	82.00	8.77	6.50	8.30	6.70	0.36	0.12	82.00	0.71	0.10	0.55	0.19	0.22	0.21	72.00	1.54	0.04			2.99	1.97	70.00	8.79	0.18			3.47	2.43	55.00	9.22	0.23			0.89	0.49	40.00	2.25	0.17			6.18	3.49	81.00	15.80	0.70			3.40	2.24	81.00	13.60	0.26																															19.56	5.35	80.00	34.29	7.14			0.76	0.18	80.00	1.20	0.27			7.39	0.53	82.00	8.77	6.50	8.30	6.70	4.32	2.09	38.00	10.11	0.33			22.98	3.44	79.00	33.60	16.70			5.95	1.60	81.00	8.83	1.81		
5.00	1	4	5.37	1.83	63.00	11.00	3.00			3.03	2.05	74.00	6.80	-0.95			22.37	2.72	70.00	28.74	17.41										2.89	2.12	55.00	6.68	-0.98			22.43	2.62	68.00	29.19	14.84			7.99	0.60	82.00	9.40	6.40			0.52	0.13	83.00	0.73	0.14			0.32	0.17	74.00	0.76	0.05			5.19	2.27	74.00	9.29	0.31			5.76	2.45	60.00	10.00	0.36			0.69	0.38	41.00	1.54	0.05			9.28	3.57	82.00	16.75	0.40			2.33	2.68	83.00	12.00	0.30																															20.90	5.41	80.00	45.00	12.86			0.88	0.19	79.00	1.67	0.49			7.99	0.60	82.00	9.40	6.40			6.34	2.59	40.00	10.50	0.36			22.59	2.70	93.00	29.19	17.41			3.01	1.98	92.00	6.80	-0.98		
5.00	2	4	5.80	1.93	65.00	10.00	1.50			2.09	1.52	75.00	5.59	-0.79			22.30	3.15	67.00	30.22	14.98										1.88	1.53	68.00	5.51	-0.82			23.04	3.17	71.00	28.97	14.36			8.22	0.58	84.00	9.35	6.80			0.51	0.21	83.00	0.90	0.02			0.32	0.18	78.00	0.73	0.02			6.33	2.98	76.00	12.86	0.38			6.76	3.23	60.00	11.70	0.10			0.50	0.40	45.00	2.15	0.05			9.72	4.26	86.00	18.00	0.20			2.68	3.23	83.00	14.80	0.20																															21.18	3.51	79.00	30.00	11.43			0.86	0.19	80.00	1.61	0.42			8.22	0.58	84.00	9.35	6.80			7.25	3.08	44.00	14.29	0.10			22.79	3.33	100.00	30.22	14.36			2.04	1.47	100.00	5.59	-0.79		
5.00	3	4	5.76	2.08	78.00	11.00	2.50			2.67	1.55	65.00	5.10	-0.95			21.60	3.50	63.00	32.44	15.60										2.44	1.53	60.00	5.31	-0.89			21.92	3.19	67.00	32.43	15.94			8.62	0.88	81.00	10.72	5.90			0.26	0.21	83.00	0.82	0.02			0.14	0.12	75.00	0.46	0.02			3.94	3.57	64.00	13.57	0.07			3.63	3.55	60.00	11.83	0.10			0.29	0.23	49.00	1.07	0.05			5.60	4.52	83.00	17.40	0.10			6.23	5.14	86.00	20.30	0.30																															20.02	4.87	81.00	36.07	7.10			0.76	0.20	81.00	1.41	0.22			8.62	0.88	81.00	10.72	5.90			4.02	3.95	49.00	14.07	0.07			21.50	2.91	84.00	32.44	15.60			2.48	1.46	83.00	5.10	-0.95		
5.00	4	4	6.84	2.14	70.00	13.00	2.50			4.70	1.71	54.00	8.61	0.85			19.91	3.60	50.00	31.06	11.99										4.45	1.34	56.00	6.66	1.15			19.94	3.42	58.00	32.26	13.63			8.26	0.62	70.00	9.80	6.90			0.10	0.07	71.00	0.38	0.02			0.06	0.04	63.00	0.22	0.02			1.06	1.84	43.00	9.66	0.07			0.78	1.55	47.00	9.85	0.07			0.46	0.65	42.00	4.14	0.05			2.69	2.30	71.00	9.90	0.10			2.32	1.78	74.00	9.60	0.50																															18.29	5.53	70.00	44.30	12.10			0.51	0.20	70.00	0.89	0.06			8.25	0.62	71.00	9.80	6.90			1.61	2.24	39.00	10.39	0.07			20.14	3.53	73.00	31.06	11.99			4.75	1.53	76.00	8.61	0.85		
5.00	5	4	6.72	1.75	88.00	13.00	2.80			9.32	1.43	66.00	13.24	5.87			19.02	2.90	65.00	32.06	13.12										9.53	1.63	68.00	15.70	6.78			18.44	2.90	70.00	25.30	12.80			7.54	0.52	88.00	9.38	6.45			0.07	0.05	89.00	0.36	0.02			0.05	0.04	79.00	0.27	0.02			0.41	0.70	42.00	4.04	0.02			0.33	0.69	62.00	4.31	0.07			0.26	0.19	45.00	0.99	0.05			1.89	1.28	89.00	6.20	0.10			2.03	1.67	89.00	13.00	0.40																															17.71	5.03	87.00	45.70	11.40			0.45	0.17	87.00	1.05	0.06			7.54	0.52	88.00	9.38	6.45			0.61	0.87	43.00	5.30	0.07			18.94	3.08	90.00	32.06	12.80			9.30	1.49	90.00	13.24	5.87		
5.00	6	4	7.08	1.69	77.00	11.25	3.50			14.73	1.98	52.00	18.80	8.10			19.39	2.83	49.00	31.09	15.23										14.47	1.85	58.00	18.44	10.79			19.02	2.12	60.00	23.95	13.64			6.83	0.36	76.00	8.54	6.40			0.07	0.04	77.00	0.26	0.02			0.04	0.03	68.00	0.12	0.02			0.22	0.20	37.00	0.86	0.02			0.19	0.24	50.00	1.00	0.07			0.18	0.15	46.00	0.83	0.05			1.43	1.08	77.00	6.50	0.10			1.39	0.86	81.00	5.60	0.40																															17.09	3.74	78.00	29.30	9.30			0.39	0.16	78.00	0.79	0.06			6.83	0.37	78.00	8.54	6.20			0.33	0.29	44.00	1.13	0.07			19.25	2.73	80.00	31.09	13.64			14.39	1.99	79.00	18.80	8.10		
5.00	7	4	7.87	2.22	71.00	14.10	4.00			17.48	1.43	53.00	20.91	15.68			20.02	2.09	51.00	24.50	15.66										17.38	1.90	55.00	21.71	11.77			20.22	2.40	58.00	31.45	15.71			6.24	0.28	70.00	7.10	5.40			0.06	0.04	73.00	0.19	0.02			0.04	0.03	65.00	0.16	0.02			0.23	0.41	35.00	2.45	0.02			0.21	0.46	46.00	2.61	0.07			0.20	0.15	43.00	0.84	0.04			0.85	0.76	73.00	3.10	0.10			1.31	0.94	76.00	4.20	0.20																															16.69	5.08	73.00	41.40	10.14			0.41	0.17	73.00	1.13	0.07			6.21	0.31	72.00	7.10	5.30			0.36	0.49	41.00	3.07	0.07			20.22	2.44	73.00	31.45	15.66			17.18	1.69	72.00	20.91	11.77		
5.00	8	4	8.40	2.19	79.00	14.50	4.50			18.87	1.36	61.00	21.79	15.88			20.49	2.61	59.00	29.38	16.09										18.98	1.58	63.00	22.01	14.24			20.24	2.53	66.00	31.25	16.83			6.02	0.41	80.00	6.98	4.46			0.06	0.04	80.00	0.38	0.02			0.05	0.07	70.00	0.56	0.02			0.29	0.60	31.00	3.29	0.02			0.24	0.58	55.00	3.85	0.07			0.27	0.19	43.00	0.96	0.05			0.85	0.94	80.00	7.60	0.10			1.48	1.16	87.00	8.39	0.32																															16.50	3.07	81.00	26.10	10.00			0.43	0.12	81.00	0.72	0.16			6.02	0.41	80.00	6.98	4.46			0.47	0.74	41.00	4.81	0.07			20.38	2.50	86.00	29.38	16.09			18.87	1.43	85.00	22.01	15.88		
5.00	9	4	8.90	2.33	82.00	17.20	3.30			16.86	1.14	78.00	20.80	14.24			21.39	3.65	75.00	31.77	2.00										16.82	1.15	65.00	20.31	14.54			21.21	3.98	68.00	31.55	2.00			6.03	0.44	84.00	7.80	4.90			0.08	0.05	84.00	0.28	0.02			0.04	0.03	74.00	0.20	0.02			0.19	0.15	34.00	0.63	0.02			0.16	0.16	58.00	0.83	0.07			0.28	0.22	46.00	0.93	0.05			1.42	0.96	84.00	4.80	0.10			1.86	1.26	86.00	7.00	0.20																															17.15	4.91	82.00	36.40	9.29			0.46	0.14	83.00	0.83	0.10			6.03	0.44	85.00	7.80	4.90			0.41	0.35	44.00	1.72	0.07			21.23	3.58	104.00	31.77	2.00			16.83	1.26	105.00	20.80	14.24		
5.00	10	4	6.90	2.02	77.00	11.00	2.90			13.56	1.20	57.00	16.72	11.40			22.02	2.98	54.00	30.21	16.10										13.28	1.23	63.00	16.70	10.88			21.55	3.02	68.00	31.04	15.15			6.46	0.61	78.00	9.10	5.29			0.12	0.07	81.00	0.44	0.02			0.06	0.07	71.00	0.37	0.02			0.41	0.49	47.00	1.97	0.02			0.42	0.64	53.00	2.93	0.07			0.27	0.22	44.00	1.08	0.05			2.67	2.01	81.00	9.65	0.10			3.03	1.76	86.00	10.10	0.80																															17.11	4.00	79.00	31.43	8.90			0.56	0.17	79.00	1.16	0.23			6.46	0.61	79.00	9.10	5.29			0.65	0.69	41.00	2.95	0.07			21.79	3.27	82.00	31.04	15.15			13.32	1.23	81.00	16.72	10.88		
5.00	11	4	6.39	2.17	75.00	11.50	3.00			9.41	1.53	58.00	12.88	6.00			23.43	3.35	53.00	34.89	18.07										9.10	1.63	62.00	13.03	4.30			23.71	3.31	63.00	32.90	18.07			6.75	0.56	79.00	7.80	4.75			0.25	0.17	81.00	0.97	0.05			0.12	0.14	71.00	0.75	0.02			1.25	1.62	62.00	10.60	0.07			1.55	1.94	53.00	10.67	0.07			0.48	0.39	45.00	1.86	0.02			3.79	2.90	81.00	13.50	0.20			3.76	3.76	84.00	33.30	0.40																															18.16	6.73	81.00	54.10	10.86			0.64	0.18	81.00	1.06	0.16			6.75	0.56	79.00	7.80	4.75			1.92	2.02	43.00	10.67	0.10			23.85	3.29	80.00	34.89	18.07			9.15	1.64	81.00	12.88	4.30		
5.00	12	4	6.47	2.39	64.00	11.00	1.90			6.53	1.52	54.00	8.83	1.89			23.95	3.52	51.00	33.60	17.00										6.15	1.67	62.00	8.83	1.89			23.27	2.86	66.00	33.95	17.70			7.29	0.55	80.00	8.75	5.80			0.36	0.12	81.00	0.71	0.10			0.23	0.25	71.00	1.87	0.03			2.71	1.61	69.00	8.71	0.18			3.13	2.09	55.00	9.13	0.22			0.79	0.36	39.00	1.64	0.07			5.70	2.90	81.00	15.50	0.70			3.20	2.08	83.00	10.70	0.16	6.98	0.91																													18.66	4.62	80.00	35.70	11.43			0.74	0.16	80.00	1.14	0.35			7.29	0.55	80.00	8.75	5.80			3.97	1.73	37.00	7.27	0.42			23.56	3.52	81.00	33.95	17.00			6.17	1.55	81.00	8.83	1.89		
10.00	1	4	5.37	1.83	63.00	11.00	3.00			3.77	1.94	74.00	6.86	-0.68			24.17	2.90	70.00	30.94	18.36										3.77	1.98	57.00	6.80	-0.73			24.10	2.66	67.00	29.28	18.53			7.67	0.68	82.00	9.10	5.80			0.54	0.12	83.00	0.77	0.28			0.28	0.13	74.00	0.67	0.09			5.32	1.91	75.00	8.99	0.90			5.87	1.95	60.00	9.40	0.99			0.63	0.34	41.00	1.67	0.14			8.82	2.77	82.00	13.95	3.60			1.75	1.93	79.00	10.20	0.10																															19.72	4.19	80.00	37.10	12.14			0.88	0.17	80.00	1.40	0.49			7.67	0.68	82.00	9.10	5.80			6.23	2.19	41.00	9.34	1.13			24.22	2.77	92.00	30.94	18.36	28.72	20.09	3.66	1.89	92.00	6.86	-0.68	6.44	0.00
10.00	2	4	5.80	1.93	65.00	10.00	1.50			2.48	1.60	75.00	5.80	-0.90			23.89	3.29	67.00	31.09	17.10										2.45	1.65	66.00	5.59	-0.85			24.46	3.25	71.00	32.16	15.75			7.98	0.68	84.00	9.31	5.06			0.54	0.20	83.00	0.84	0.02			0.31	0.19	78.00	0.81	0.02			6.40	2.98	77.00	12.86	0.10			6.89	3.21	60.00	12.04	0.10			0.43	0.26	47.00	1.13	0.05			9.11	3.89	86.00	18.20	0.10			2.46	3.37	79.00	18.00	0.10																															20.37	4.13	82.00	34.29	9.29			0.83	0.15	81.00	1.19	0.51			7.97	0.68	85.00	9.31	5.06			7.32	3.15	47.00	13.58	0.10			24.43	3.43	99.00	32.16	15.75			2.49	1.58	100.00	5.80	-0.90	5.24	0.28
10.00	3	4	5.76	2.08	78.00	11.00	2.50			3.01	1.55	65.00	6.78	-0.87			23.23	4.20	63.00	33.72	16.41										2.79	1.66	59.00	7.18	-0.91			23.40	3.88	67.00	33.59	17.23			8.37	0.95	81.00	10.60	5.34			0.30	0.23	83.00	0.91	0.02			0.15	0.13	75.00	0.45	0.02			4.19	3.71	70.00	12.32	0.07			4.05	3.61	60.00	11.86	0.10			0.31	0.23	49.00	1.16	0.05			5.16	4.36	83.00	14.60	0.10			5.41	4.89	82.00	19.00	0.20																															19.21	4.83	83.00	35.70	10.00			0.71	0.19	82.00	1.18	0.26			8.37	0.95	81.00	10.60	5.34			4.36	3.80	49.00	12.57	0.07			22.99	3.63	84.00	33.72	16.41	31.07	18.07	2.79	1.53	84.00	6.78	-0.91	5.08	0.46
10.00	4	4	6.84	2.14	70.00	13.00	2.50			4.75	1.35	55.00	8.48	1.90			22.14	4.39	50.00	33.11	15.60										4.54	1.04	57.00	6.48	2.04			22.27	4.26	58.00	33.24	15.90			7.96	0.71	72.00	9.51	6.29			0.12	0.11	71.00	0.58	0.02			0.07	0.06	64.00	0.25	0.02			1.74	2.57	47.00	11.14	0.10			1.38	2.36	49.00	11.32	0.10			0.53	0.56	43.00	3.29	0.05			2.17	1.85	72.00	7.20	0.10			2.48	3.10	71.00	17.60	0.20																															17.52	5.09	71.00	35.70	10.00			0.51	0.20	71.00	1.14	0.06			7.96	0.71	72.00	9.51	6.29			2.38	3.06	41.00	12.16	0.10			22.47	4.48	74.00	33.24	15.60			4.75	1.22	77.00	8.48	1.90	6.42	2.38
