depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	11	9	6.48	2.84	73.00	13.30	0.30			7.14	1.41	88.00	11.12	3.90			6.97	0.71	86.00	8.10	2.65			7.56	0.36	29.00	8.19	6.69			7.31	1.65	56.00	12.50	3.91			6.91	0.84	56.00	7.98	2.75			7.76	0.34	68.00	8.34	7.03			0.51	0.14	76.00	0.84	0.16			0.35	0.18	63.00	0.88	0.07			3.85	11.67	62.00	84.87	0.17			6.04	19.57	68.00	136.20	0.32			1.20	2.09	76.00	11.17	0.05			17.41	22.48	76.00	150.00	0.70			2.65	2.22	67.00	13.80	0.40																															27.31	23.73	76.00	150.00	11.40			1.04	0.64	76.00	5.56	0.52			7.76	0.35	68.00	8.34	7.03			6.70	19.65	76.00	140.55	0.36			6.99	0.68	100.00	8.10	2.65			7.26	1.47	101.00	12.50	3.90		
0.00	12	9	6.17	2.73	96.00	14.50	1.50			4.72	1.32	71.00	8.60	1.30			7.03	0.35	62.00	7.95	6.10										4.55	1.51	87.00	8.60	0.70			7.06	0.42	93.00	8.90	6.40			8.36	0.44	88.00	9.31	6.93			0.64	0.16	104.00	1.10	0.06			0.47	0.25	104.00	1.43	0.10			3.21	1.65	104.00	8.88	0.43			3.75	1.71	90.00	9.67	0.56			0.68	0.58	104.00	2.42	0.05			16.89	3.88	104.00	27.40	8.20			1.22	1.08	103.00	9.90	0.10																															23.04	4.00	104.00	35.80	14.28			1.03	0.21	104.00	1.77	0.60			8.36	0.44	88.00	9.31	6.93			4.35	1.92	104.00	11.32	0.56			7.06	0.44	105.00	8.90	6.10			4.59	1.50	107.00	8.60	0.70		
5.00	1	9	6.23	3.10	45.00	15.10	1.90			2.77	1.55	44.00	6.25	-0.60			7.26	0.49	41.00	8.60	6.62										2.85	1.63	25.00	6.26	-0.30			7.42	0.55	34.00	8.50	6.70			8.87	0.42	39.00	10.10	7.74			0.69	0.16	51.00	1.16	0.44			0.28	0.16	44.00	0.68	0.07			4.11	1.23	44.00	6.42	2.00			4.58	1.46	39.00	8.57	2.07			0.34	0.39	51.00	1.93	0.05			15.99	3.95	51.00	28.10	7.80																																						22.15	2.89	51.00	31.40	14.70			1.09	0.25	51.00	1.78	0.64			8.87	0.42	39.00	10.10	7.74			4.87	1.45	51.00	8.93	2.43			7.37	0.53	53.00	8.60	6.62	8.27	6.70	2.89	1.52	53.00	6.25	-0.60	5.38	-0.05
5.00	2	9	6.86	2.83	34.00	15.80	1.50			1.82	1.44	52.00	5.60	-0.33			7.14	0.43	51.00	8.30	6.47			8.87	0.42	26.00	9.60	7.62			1.65	1.51	23.00	4.72	-0.34			7.21	0.43	30.00	8.10	6.48			9.16	0.37	33.00	9.80	8.33			0.77	0.18	44.00	1.20	0.45			0.33	0.20	42.00	1.05	0.07			4.52	1.41	42.00	8.67	2.09			4.91	1.55	33.00	9.72	2.29			0.25	0.18	44.00	0.71	0.05			18.11	4.12	44.00	28.80	10.30																																						22.89	3.59	42.00	32.10	16.00			1.14	0.28	42.00	1.87	0.48			9.16	0.37	33.00	9.80	8.33			5.05	1.48	44.00	9.93	2.35			7.18	0.43	60.00	8.30	6.47	8.05	6.51	1.87	1.42	60.00	5.60	-0.33	3.92	-0.28
5.00	3	9	6.97	2.82	37.00	13.20	2.10			2.09	1.48	47.00	5.50	-0.30			7.12	0.38	43.00	7.95	6.53										1.95	1.59	28.00	4.52	-0.22			7.21	0.50	35.00	8.87	6.50			9.31	0.45	40.00	10.26	8.38			0.63	0.16	50.00	1.02	0.29			0.24	0.13	44.00	0.59	0.02			3.63	1.79	44.00	6.75	0.10			4.04	2.03	42.00	9.28	0.10			0.22	0.13	48.00	0.73	0.05			15.82	4.25	49.00	23.50	1.60			3.37	3.26	22.00	14.60	0.60																															23.14	4.19	48.00	32.30	11.40			1.01	0.23	48.00	1.64	0.52			9.31	0.45	40.00	10.26	8.38			4.13	2.03	48.00	9.85	0.10			7.18	0.46	55.00	8.87	6.50			2.10	1.52	56.00	5.50	-0.30	4.21	-0.21
5.00	4	9	7.58	3.37	41.00	16.00	1.50			4.42	1.66	39.00	7.67	0.71			6.96	0.69	37.00	8.00	3.40										4.73	2.17	33.00	9.00	0.00			7.04	0.37	34.00	8.00	6.32			9.27	0.59	37.00	10.87	8.21			0.31	0.15	45.00	0.80	0.06			0.06	0.06	44.00	0.34	0.02			0.61	1.05	23.00	3.88	0.07			0.32	0.71	39.00	3.67	0.07			0.23	0.26	46.00	1.28	0.05			7.63	5.25	46.00	24.29	0.20			3.11	2.28	17.00	7.60	0.60																															20.14	3.25	46.00	30.00	12.86			0.79	0.19	46.00	1.16	0.39			9.27	0.59	37.00	10.87	8.21			0.64	1.05	46.00	4.33	0.10			7.00	0.66	48.00	8.00	3.40			4.62	1.98	52.00	9.00	0.00	8.00	1.50
5.00	5	9	8.95	3.05	42.00	17.90	4.00			9.01	2.62	45.00	16.53	3.56			7.06	0.32	40.00	7.80	6.48										9.44	1.90	29.00	15.39	6.02			7.01	0.27	28.00	7.58	6.50			8.07	0.37	37.00	8.80	7.10			0.26	0.12	46.00	0.50	0.04			0.04	0.02	37.00	0.08	0.02			0.16	0.09	21.00	0.36	0.07			0.19	0.14	38.00	0.64	0.10			0.19	0.14	45.00	0.71	0.05			7.20	3.53	46.00	14.80	1.10			1.32	0.54	18.00	2.90	0.80																															18.30	3.02	46.00	23.50	7.10			0.67	0.19	46.00	1.11	0.29			8.07	0.37	37.00	8.80	7.10			0.33	0.27	45.00	1.35	0.10			7.07	0.32	49.00	7.80	6.48			9.11	2.44	56.00	16.53	3.56	13.88	5.78
5.00	6	9	7.81	2.27	48.00	14.00	3.00			12.75	2.41	42.00	16.76	7.81			7.02	0.29	39.00	7.52	6.43										13.26	3.01	31.00	19.40	7.33			7.02	0.35	40.00	8.00	6.30			7.28	0.48	43.00	8.32	6.00			0.29	0.13	52.00	0.68	0.04			0.04	0.02	50.00	0.09	0.02			0.16	0.09	22.00	0.36	0.07			0.12	0.07	44.00	0.36	0.07			0.20	0.17	53.00	0.79	0.05			8.98	3.47	53.00	17.14	0.10			1.67	1.18	18.00	5.00	0.20																															19.50	2.10	51.00	24.20	15.20			0.75	0.21	50.00	1.42	0.38			7.27	0.48	44.00	8.32	6.00			0.28	0.22	53.00	1.00	0.10			7.02	0.33	55.00	8.00	6.30			13.29	2.62	56.00	19.40	7.81	16.89	8.34
5.00	7	9	7.21	2.25	57.00	13.90	2.30			14.86	3.08	54.00	20.20	6.50			7.12	0.34	49.00	8.00	6.30			6.96	0.35	17.00	7.51	6.28			14.79	3.03	34.00	20.34	8.40			7.24	0.31	46.00	8.00	6.62			7.00	0.53	51.00	8.22	5.40			0.31	0.15	63.00	0.68	0.09			0.05	0.02	58.00	0.10	0.02			0.16	0.09	30.00	0.36	0.07			0.17	0.22	48.00	1.50	0.07			0.23	0.23	63.00	1.36	0.05			8.81	2.91	64.00	17.14	3.40			2.34	1.36	19.00	5.30	0.10																															19.85	5.02	64.00	50.50	11.40			0.80	0.28	62.00	2.27	0.40			6.88	0.99	52.00	8.22	0.90			0.35	0.36	63.00	2.00	0.10			7.20	0.35	68.00	8.00	6.30	7.79	6.61	14.84	3.04	67.00	20.20	6.50		
5.00	8	9	6.99	1.79	54.00	12.10	4.00			16.91	3.33	48.00	21.60	8.28			7.09	0.37	44.00	7.90	6.16			6.52	0.49	16.00	7.35	5.62			16.30	3.47	41.00	21.90	8.90			7.13	0.37	47.00	7.79	6.50			6.59	0.49	48.00	7.50	5.39			0.30	0.16	59.00	0.75	0.05			0.05	0.02	57.00	0.14	0.02			0.17	0.09	31.00	0.36	0.07			0.14	0.09	43.00	0.41	0.07			0.23	0.19	59.00	1.00	0.00			10.62	3.15	60.00	19.20	6.07																																						20.62	2.74	59.00	25.40	14.29			0.82	0.25	58.00	1.88	0.42			6.57	0.50	49.00	7.50	5.39			0.34	0.25	59.00	1.17	0.10			7.12	0.39	65.00	7.90	6.16	7.70	6.51	16.66	3.39	65.00	21.90	8.28	20.99	9.72
5.00	9	9	7.54	2.29	46.00	12.50	3.00			14.02	3.13	52.00	22.00	7.50			7.12	0.35	50.00	7.80	6.25										14.11	2.67	29.00	18.67	7.39			7.10	0.31	38.00	7.62	6.33			6.68	0.38	45.00	7.32	5.60			0.37	0.19	53.00	0.87	0.08			0.05	0.03	46.00	0.14	0.02			0.18	0.17	30.00	0.95	0.07			0.21	0.20	45.00	1.06	0.07			0.23	0.22	53.00	1.28	0.05			10.62	3.13	53.00	16.50	3.90			2.74	1.03	18.00	5.40	0.70																															20.58	3.48	53.00	35.80	15.00			0.85	0.25	53.00	1.78	0.49			6.68	0.38	45.00	7.32	5.60			0.39	0.40	53.00	2.07	0.10			7.14	0.35	56.00	7.80	6.25	7.72	6.62	14.14	3.06	56.00	22.00	7.50	18.23	8.74
5.00	10	9	8.20	2.62	30.00	14.40	3.00			10.15	2.03	42.00	14.00	5.40			7.08	0.38	39.00	7.90	6.40			7.25	0.36	18.00	7.90	6.72			10.62	1.90	25.00	14.30	6.47			7.05	0.39	31.00	7.80	6.23			7.33	0.33	34.00	8.05	6.69			0.46	0.15	40.00	0.81	0.19			0.08	0.05	39.00	0.31	0.02			0.39	0.35	32.00	1.39	0.10			0.40	0.38	32.00	1.46	0.10			0.40	0.38	40.00	1.68	0.05			12.87	3.09	40.00	18.20	6.00			2.48	1.20	17.00	5.10	0.70																															19.77	2.42	40.00	24.50	12.80			0.89	0.19	40.00	1.27	0.52			7.33	0.33	34.00	8.05	6.69			0.77	0.72	40.00	2.94	0.10			7.08	0.41	45.00	7.90	6.23			10.28	2.06	45.00	14.30	5.40		
5.00	11	9	7.20	2.48	37.00	13.30	1.60			7.18	1.45	70.00	11.13	4.30			7.08	0.32	69.00	7.99	6.45			7.57	0.39	35.00	8.20	6.34			7.36	1.60	26.00	12.50	4.80			7.20	0.33	35.00	7.99	6.39			7.76	0.34	42.00	8.36	7.04			0.53	0.14	49.00	0.82	0.16			0.32	0.17	42.00	0.64	0.06			1.23	0.90	42.00	4.03	0.15			1.70	1.13	40.00	4.56	0.21			0.52	0.40	48.00	1.64	0.05			12.49	3.84	49.00	21.20	3.20			2.16	0.98	20.00	4.20	0.40																															21.51	6.01	49.00	53.50	11.40			0.98	0.36	49.00	3.10	0.48			7.76	0.34	42.00	8.36	7.04			2.07	1.30	48.00	5.36	0.21			7.10	0.33	77.00	7.99	6.39	7.70	6.70	7.33	1.55	77.00	12.50	4.30	10.07	5.32
5.00	12	9	6.79	2.66	39.00	14.50	2.20			5.24	1.39	42.00	8.60	1.30			7.15	0.34	39.00	7.96	6.50										4.97	1.24	32.00	7.40	2.80			7.33	0.46	38.00	8.40	6.40			8.26	0.34	43.00	9.00	7.43			0.66	0.16	52.00	1.20	0.38			0.43	0.23	52.00	1.00	0.11			2.75	1.34	52.00	7.44	0.28			3.20	1.40	37.00	8.32	0.48			0.44	0.41	51.00	2.10	0.05			15.64	3.32	52.00	22.80	7.50																																						21.55	4.07	52.00	37.40	14.28			1.11	0.27	52.00	2.02	0.55			8.26	0.34	43.00	9.00	7.43			3.61	1.47	51.00	8.77	0.88			7.27	0.43	53.00	8.40	6.40			5.21	1.41	54.00	8.60	1.25	7.27	2.96
10.00	1	9	5.58	2.11	22.00	10.00	2.50			2.69	1.64	26.00	6.28	-0.31			7.26	0.48	25.00	8.41	6.63																																																																																																																																								7.22	0.47	29.00	8.41	6.50	8.04	6.64	2.63	1.60	29.00	6.28	-0.31	5.05	-0.04
10.00	2	9	6.23	2.09	21.00	9.30	2.50			1.84	1.32	45.00	5.40	-0.32			7.13	0.42	45.00	8.50	6.34			8.88	0.41	23.00	9.50	7.90																	9.24	0.22	18.00	9.56	8.86			0.81	0.16	16.00	1.09	0.51			0.44	0.18	16.00	0.71	0.07			4.93	1.24	16.00	7.08	3.04			5.37	1.30	16.00	7.58	3.43			0.28	0.20	16.00	0.73	0.10			19.94	3.28	16.00	27.20	14.50																																																				9.24	0.22	18.00	9.56	8.86			5.57	1.38	16.00	7.83	3.43			7.12	0.42	46.00	8.50	6.34	7.98	6.53	1.80	1.34	46.00	5.40	-0.32	3.83	-0.28
10.00	3	9	6.38	2.26	20.00	10.50	3.50			1.93	1.50	32.00	4.55	-0.25			7.15	0.39	31.00	8.08	6.53																								9.39	0.52	20.00	10.05	8.30			0.62	0.19	20.00	0.95	0.03			0.23	0.16	19.00	0.58	0.02			3.22	1.78	19.00	6.17	0.10			3.39	1.88	19.00	6.39	0.10			0.41	0.80	18.00	3.59	0.05			15.56	5.82	20.00	23.40	0.56																																						24.70	3.83	18.00	34.80	19.90			1.11	0.23	18.00	1.61	0.74			9.39	0.52	20.00	10.05	8.30			3.56	1.67	18.00	6.62	0.10			7.16	0.42	36.00	8.08	6.53			2.01	1.62	37.00	5.20	-0.25		
10.00	4	9	7.47	2.69	24.00	16.00	3.00			4.16	1.52	27.00	7.12	0.73			7.08	0.29	26.00	7.62	6.40																								9.14	0.62	17.00	10.40	8.35			0.31	0.14	17.00	0.59	0.06			0.03	0.02	17.00	0.10	0.02										0.12	0.07	17.00	0.39	0.10			0.16	0.10	17.00	0.45	0.05			6.68	3.82	17.00	15.40	0.60																																						20.48	1.60	17.00	23.20	18.30			0.77	0.17	17.00	1.04	0.46			9.14	0.62	17.00	10.40	8.35			0.17	0.13	17.00	0.55	0.10			7.04	0.30	30.00	7.62	6.40			4.33	1.61	29.00	7.57	0.73		
10.00	5	9	7.95	1.94	19.00	12.00	4.00			8.71	2.56	26.00	14.95	3.56	13.96	5.71	7.09	0.25	24.00	7.56	6.52																																																																																																																																								7.09	0.25	24.00	7.56	6.52			8.71	2.56	26.00	14.95	3.56	13.96	5.71
10.00	6	9	7.06	1.80	30.00	10.50	3.80			11.50	3.04	30.00	16.69	5.12			7.04	0.33	29.00	7.55	6.30																	6.94	0.32	17.00	7.50	6.30			7.20	0.39	19.00	7.90	6.59			0.30	0.12	21.00	0.59	0.09			0.05	0.04	22.00	0.17	0.02										0.14	0.09	20.00	0.37	0.07			0.22	0.16	22.00	0.67	0.05			9.03	3.74	22.00	16.30	3.60																																						20.36	2.01	21.00	26.40	17.80			0.74	0.17	20.00	1.04	0.40			7.26	0.42	21.00	8.00	6.59			0.28	0.24	22.00	0.93	0.10			7.01	0.34	37.00	7.55	6.30			12.08	3.24	37.00	19.00	5.12		
