depth	depth_interval	month	sea_basin	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	PH_LAB:mean	PH_LAB:std	PH_LAB:count	PH_LAB:max	PH_LAB:min	PH_LAB:95p	PH_LAB:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	oxygen_saturation:mean	oxygen_saturation:std	oxygen_saturation:count	oxygen_saturation:max	oxygen_saturation:min	oxygen_saturation:95p	oxygen_saturation:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
25.00	22.5_27.5	7	15	6.52	0.77	20.00	8.00	4.80			10.58	1.54	23.00	12.58	7.49	12.42	8.08	5.70	0.26	23.00	6.28	5.37	6.13	5.38	6.91	0.48	22.00	7.71	6.06																																																																																																																										6.91	0.48	22.00	7.71	6.06			90.80	6.30	22.00	105.20	77.75										5.70	0.26	23.00	6.28	5.37	6.13	5.38	10.58	1.54	23.00	12.58	7.49	12.42	8.08
25.00	22.5_27.5	8	15	5.82	0.71	23.00	7.20	4.60			10.29	1.79	24.00	14.52	8.20	14.17	8.54	6.00	0.31	24.00	6.61	5.46	6.45	5.54	5.91	0.49	23.00	6.80	5.16																																																																																																																										5.91	0.49	23.00	6.80	5.16			77.25	6.64	23.00	88.86	65.26										6.00	0.31	24.00	6.61	5.46	6.45	5.54	10.29	1.79	24.00	14.52	8.20	14.17	8.54
30.00	27.5_35.0	7	15	6.88	1.06	36.00	9.40	4.80			8.79	1.63	26.00	11.90	6.24			5.90	0.23	26.00	6.43	5.43			6.87	0.53	25.00	7.76	5.97																																																																																																																										6.86	0.48	37.00	7.76	5.97			85.51	6.41	37.00	104.16	74.24										5.89	0.23	39.00	6.43	5.40	6.18	5.47	8.12	1.75	39.00	11.90	5.25	11.42	6.04
30.00	27.5_35.0	8	15	6.47	1.17	40.00	9.40	4.60			7.89	1.71	30.00	12.11	5.13			6.36	0.33	30.00	7.06	5.72			6.26	0.81	29.00	8.36	5.08																																																																																																																										6.26	0.71	39.00	8.36	5.08			77.17	7.35	39.00	97.38	62.63										6.27	0.34	41.00	7.06	5.65	6.79	5.74	7.61	1.58	41.00	12.11	5.13	11.48	5.57
40.00	35.0_45.0	7	15	6.78	1.05	42.00	9.40	4.80			6.29	1.22	32.00	9.12	3.77			6.42	0.28	32.00	6.82	5.83			6.80	0.85	31.00	8.91	5.46																								0.52	0.21	32.00	0.87	0.02																	0.99	0.84	32.00	4.12	0.29			0.45	0.27	32.00	1.00	0.06			20.40	3.09	19.00	25.52	15.39																																													17.32	2.15	32.00	21.41	12.78			0.79	0.20	32.00	1.14	0.36			6.73	0.76	44.00	8.91	5.46			79.89	9.36	44.00	103.30	65.39			1.42	0.83	32.00	4.18	0.36			6.36	0.32	45.00	6.82	5.31	6.74	5.84	5.94	1.21	45.00	9.12	3.68	8.05	4.29
40.00	35.0_45.0	8	15	6.40	1.18	49.00	9.40	4.40			5.94	0.90	39.00	8.30	3.88			6.76	0.30	39.00	7.41	6.18			6.25	0.95	38.00	8.29	4.94																								0.74	0.23	34.00	1.21	0.39																	2.11	0.88	33.00	3.35	0.18			0.49	0.56	32.00	2.09	0.06			22.26	3.64	24.00	29.20	15.77																																													18.56	2.31	33.00	21.44	10.14			0.97	0.25	33.00	1.46	0.45			6.19	0.87	47.00	8.29	4.94			73.38	9.77	47.00	95.08	57.33			2.56	0.89	31.00	3.76	0.24			6.69	0.32	49.00	7.41	6.05			5.81	0.89	50.00	8.30	3.88	7.22	4.46
50.00	45.0_55.0	7	15	6.88	1.06	36.00	9.40	4.80			5.14	0.82	26.00	6.90	3.40			7.27	0.62	26.00	8.34	6.09			5.64	1.49	25.00	8.50	3.22																																																																																																																										5.48	1.32	38.00	8.50	3.22			63.56	15.51	38.00	100.91	37.27										7.15	0.62	39.00	8.34	5.32	8.23	6.35	4.78	0.91	39.00	6.90	2.96	6.17	3.38
50.00	45.0_55.0	8	15	6.47	1.16	41.00	9.40	4.60			5.13	0.66	31.00	6.48	3.85			7.46	0.60	31.00	8.36	6.43			5.37	1.50	29.00	8.13	2.70																																																																																																																										5.21	1.42	38.00	8.13	2.42			60.77	16.30	38.00	93.08	27.49										7.37	0.58	42.00	8.36	6.35	8.22	6.44	4.92	0.73	42.00	6.48	3.44	6.36	3.78
60.00	55.0_65.0	7	15	6.90	0.99	46.00	9.40	4.80			4.59	0.98	35.00	6.12	1.90			8.04	1.23	35.00	9.83	6.48			3.86	3.00	32.00	8.63	0.21																								2.84	1.67	23.00	6.20	0.02																	5.03	3.24	23.00	9.81	0.07			3.05	3.31	23.00	10.59	0.08																																																				24.75	4.16	23.00	33.21	17.78			3.30	1.91	23.00	8.01	0.36			3.69	2.82	47.00	8.45	0.00			43.24	31.88	46.00	100.14	0.00			8.08	3.01	23.00	13.21	0.64			7.98	1.14	48.00	9.83	5.32			4.39	0.92	48.00	6.12	1.90		
60.00	55.0_65.0	8	15	6.49	1.25	48.00	9.40	4.60			4.87	0.80	38.00	6.68	2.41			8.20	1.12	38.00	9.72	6.11			3.18	2.79	36.00	8.11	0.21																								3.60	2.20	23.00	10.11	1.41																	5.42	4.14	22.00	12.28	0.04			4.74	5.20	22.00	14.99	0.04																																																				26.42	4.50	23.00	36.08	18.85			3.97	2.32	23.00	10.91	1.70			3.03	2.65	47.00	8.11	0.00			34.96	30.32	47.00	89.56	0.00			10.04	4.03	22.00	16.14	2.14			8.15	1.01	49.00	9.72	6.11	9.56	6.74	4.64	0.83	49.00	6.68	2.41	5.81	3.43
70.00	65.0_75.0	7	15	6.84	1.12	35.00	9.40	4.80			4.83	0.90	26.00	6.02	2.25			8.62	1.33	26.00	9.94	6.50			2.47	3.02	23.00	8.46	0.03																								4.69	3.57	24.00	11.91	0.78																	4.27	2.54	19.00	8.71	0.29			9.12	9.24	24.00	28.03	0.07																																																				31.24	7.80	23.00	49.26	19.55			5.49	3.67	23.00	12.78	1.26			2.16	2.63	36.00	8.46	0.00			24.67	29.81	36.00	94.46	0.00			12.49	7.72	24.00	28.03	2.43			8.52	1.14	37.00	9.94	6.50	9.93	6.64	4.54	0.90	37.00	6.02	2.25	5.85	3.15
70.00	65.0_75.0	8	15	6.38	1.18	42.00	9.40	4.40			4.85	0.74	33.00	6.50	2.90			8.50	1.20	33.00	9.89	6.64			2.38	2.73	30.00	7.72	0.01																								5.71	5.03	22.00	15.50	0.06																	6.41	3.56	18.00	13.49	0.20			11.64	13.14	22.00	39.98	0.10																																																				33.75	12.35	23.00	62.86	15.78			6.24	5.10	22.00	15.66	0.50			1.98	2.51	42.00	7.72	0.00			22.83	28.84	42.00	85.27	0.00			16.60	12.25	22.00	39.98	0.71			8.45	1.06	43.00	9.89	6.64	9.81	6.80	4.62	0.79	43.00	6.50	2.90	5.80	3.38
80.00	75.0_85.0	7	15	6.54	1.01	17.00	8.00	4.80	8.00	5.28	5.04	0.51	17.00	6.01	4.13	5.99	4.43	9.49	0.52	17.00	10.06	8.57	10.06	8.66																																																																																																																															0.14	0.23	17.00	0.67	0.00	0.58	0.00	1.62	2.73	17.00	7.82	0.00	6.78	0.00								9.49	0.52	17.00	10.06	8.57	10.06	8.66	5.04	0.51	17.00	6.01	4.13	5.99	4.43
80.00	75.0_85.0	8	15	6.25	1.23	21.00	8.90	4.60	8.30	4.70	5.03	0.43	20.00	5.94	4.28			9.38	0.46	20.00	9.94	8.39			0.20	0.05	18.00	0.23	0.01																																																																																																																										0.04	0.09	21.00	0.30	0.00	0.23	0.00	0.43	1.08	20.00	3.56	0.00										9.38	0.46	20.00	9.94	8.39			5.03	0.43	20.00	5.94	4.28		
